filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,FSR_overlap,from_CSD,public,DISORDER,CSD_overlap_inCoRE,CSD_of_WoS_inCoRE,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,MOF,chunk_1 time (s)
acs.inorgchem.6b01416_ic6b01416_si_004_clean,6.69143,3.5273,6.69143,1.34288,1327.26,988.368,0.0,0.0,0.5278,0.393035,0.0,Cd,Yes,Cd,clean,Y,N,Y,DISORDER,N,,Y,27/05/2016,10.1021/acs.inorgchem.6b01416,"1 SI, 1 Structure",EXAHOC,,,,,,,,,,,,,,,,acs.inorgchem.6b01416_ic6b01416_si_004_clean,314.0
acs.inorgchem.6b01762_ic6b01762_si_002_clean,11.40609,8.52606,11.40609,2.31198,1582.43,684.446,0.0,0.0,0.647,0.279846,8.65e-05,Th,Yes,Th,clean,Y,N,Y,DISORDER,N,,N,,,,,,,,,,,,,,,,,,,,acs.inorgchem.6b01762_ic6b01762_si_002_clean,316.2
ADOBIF_clean,5.54781,3.82743,5.54167,1.58873,944.037,594.207,131.28,82.6315,0.4886,0.30754,0.0,"V,Co",Yes,V,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,ADOBIF_clean,203.3
AGUBUA_clean,5.46218,4.59563,5.46034,1.83317,1345.91,734.196,0.0,0.0,0.576,0.31421,0.0,Zn,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,AGUBUA_clean,151.6
AHIYOH_clean,5.55847,4.74922,5.55001,1.42546,843.163,591.503,0.0,0.0,0.4554,0.319476,0.0,Co,Yes,Co,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,AHIYOH_clean,510.9
AHUFIU_clean,8.82374,6.2087,8.82374,0.961965,2042.39,2123.15,0.0,0.0,0.6792,0.706055,0.0,"Mo,Ag",Yes,Ag,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,AHUFIU_clean,272.7
AKOXIJ_clean,7.01714,4.33707,6.94236,1.42761,1022.79,716.43,287.21,201.182,0.528,0.369848,0.0,Ni,Yes,Ni,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,AKOXIJ_clean,435.7
am301365h_si_002_clean,11.58637,3.48934,11.58637,0.907013,1494.34,1647.54,0.0,0.0,0.6382,0.703628,0.0,Zn,No, ,clean,Y,N,Y,DISORDER,Y,LENVOR,Y,14/02/2013,10.1021/am301365h,"1 SI, 1 Structure",LENVOR,,,,,,,,,,,,,,,,am301365h_si_002_clean,266.9
AMIZIG_clean,6.42874,5.80877,6.41409,1.40393,699.498,498.243,0.0,0.0,0.4248,0.302579,0.0,"Na,Zn",Yes,Zn,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,AMIZIG_clean,348.9
ANOMOG_clean,12.8003,5.50166,12.79961,0.784559,2116.78,2698.05,0.0,0.0,0.7198,0.917458,0.0,Cu,Yes,Cu,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,ANOMOG_clean,198.2
APEBII_clean,10.32114,3.69719,10.3209,1.22342,1765.75,1443.28,0.0,0.0,0.6248,0.510698,0.0,Cu,Yes,Cu,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,APEBII_clean,384.0
APEBOO_clean,10.56651,4.16012,10.56651,1.24771,1971.26,1579.91,0.0,0.0,0.6524,0.52288,0.0,Zn,Yes,Zn,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,APEBOO_clean,466.6
AQEGUY_clean,5.54395,4.66139,5.49926,1.46355,1275.66,871.62,0.0,0.0,0.5148,0.351747,0.0,Ba,Yes,Ba,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,AQEGUY_clean,267.7
AQERUL_clean,5.19905,3.7128,5.19898,1.6479,850.334,516.012,0.0,0.0,0.4402,0.267129,0.0,Co,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,AQERUL_clean,1241.2
AQIXUU_clean,5.00071,3.74213,5.00071,2.31618,778.297,336.026,0.0,0.0,0.406,0.175289,0.0,Co,Yes,Co,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,AQIXUU_clean,313.6
AQOLOJ_clean,15.82324,9.85536,15.82324,0.918562,1262.34,1374.26,403.393,439.157,0.709,0.771858,0.0,Co,Yes,Co,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,AQOLOJ_clean,248.2
AQOTIK_clean,6.7817,3.86887,6.78051,1.47348,1288.35,874.359,0.0,0.0,0.5612,0.380867,0.0,"Fe,Pt",Yes,Pt,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,AQOTIK_clean,135.3
ASANAL_clean,5.37126,3.88285,5.37126,1.20144,1052.9,876.362,0.0,0.0,0.5218,0.434312,0.0,Cd,Yes,Cd,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,ASANAL_clean,311.6
ASEKAM_clean,5.99031,5.00967,5.99031,1.72662,1403.65,812.946,0.0,0.0,0.5696,0.329892,0.0,Cd,Yes,Cd,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,ASEKAM_clean,240.8
ASIVEF_clean,11.85007,7.21214,11.45277,0.623261,2219.01,3560.32,0.0,0.0,0.7618,1.22228,0.0,Cu,Yes,Cu,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,ASIVEF_clean,315.3
ATEJOA_clean,4.70745,4.24568,4.70745,1.89843,608.117,320.327,105.12,55.3722,0.4134,0.217759,0.0,Gd,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,ATEJOA_clean,367.3
ATEZEG_clean,10.12518,7.5272,10.12318,0.775574,2361.78,3045.2,0.0,0.0,0.7158,0.922929,0.0,Yb,Yes,Yb,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,ATEZEG_clean,246.3
ATEZIK_clean,10.39835,7.60488,10.39835,0.744295,2329.14,3129.33,0.0,0.0,0.7298,0.980525,0.0,Lu,Yes,Lu,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,ATEZIK_clean,241.8
ATUZEW_clean,10.5847,3.84767,10.5847,0.968927,2122.87,2190.95,0.0,0.0,0.6504,0.671258,0.0,Cu,Yes,Cu,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,ATUZEW_clean,268.3
AVETAY_clean,5.64584,4.05596,5.63489,1.01371,1738.43,1714.92,0.32856,0.324118,0.6096,0.601358,0.0,Zn,Yes,Zn,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,AVETAY_clean,157.7
AWEWOP_clean,9.66818,6.8565,9.66161,1.11027,1532.43,1380.24,0.0,0.0,0.5908,0.532125,0.0,Cu,Yes,Cu,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,AWEWOP_clean,377.4
AWUPOZ_clean,18.42385,9.2554,18.42385,0.353418,1737.36,4915.87,0.0,0.0,0.8534,2.41471,0.0,"In,Mn",Yes,Mn,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,AWUPOZ_clean,166.3
AXIGAR_clean,6.07916,3.82644,6.07805,0.772367,2511.2,3251.3,0.0,0.0,0.6878,0.890509,0.0,Co,Yes,Co,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,AXIGAR_clean,182.6
AXINAX_clean,19.26045,15.71248,19.26045,0.424639,1405.73,3310.41,0.0,0.0,0.8372,1.97156,0.0,Co,Yes,Co,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,AXINAX_clean,308.6
BABREE_clean,12.92538,6.29785,12.92538,0.898119,2356.63,2623.96,0.0,0.0,0.6828,0.760255,0.0,Cu,Yes,Cu,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,BABREE_clean,423.9
BADXAI_clean,6.25366,4.40633,6.25366,1.71483,758.25,442.172,0.0,0.0,0.4118,0.240141,0.0,Tb,Yes,Tb,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,BADXAI_clean,769.8
BAKYIY_clean,7.70743,7.14284,7.70743,1.03845,1603.46,1544.09,0.0,0.0,0.586,0.564303,0.0,Mg,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,BAKYIY_clean,219.5
BEGDEY_clean,12.85123,4.25072,12.8502,1.1719,1647.66,1405.97,0.0,0.0,0.6212,0.530078,0.000170662,"Cu,Zn",Yes,"Cu,Zn",clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,BEGDEY_clean,421.5
BERQIA_clean,6.73458,3.84255,6.69761,1.14732,1673.47,1458.59,0.0,0.0,0.5966,0.519995,0.0,Cd,Yes,Cd,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,BERQIA_clean,764.0
BETDOV_clean,6.15975,4.21588,6.15598,1.35335,1572.21,1161.72,0.0,0.0,0.5314,0.392656,0.0,Gd,Yes,Gd,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,BETDOV_clean,251.5
BETFOX_clean,5.13144,3.67825,5.11456,1.3623,1196.21,878.085,0.0,0.0,0.5018,0.368349,0.0,Ce,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,BETFOX_clean,254.5
BEWCUD_clean,11.43013,9.61646,11.40927,0.476468,2123.61,4456.97,0.0,0.0,0.8196,1.72016,0.0,Zn,Yes,Zn,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,BEWCUD_clean,214.4
