,MOF,Ar_273_0.01,Ar_273_0.05,Ar_273_0.1,Ar_273_0.5,Ar_273_1,Ar_273_5,Ar_273_15,Ar_293_0.01,Ar_293_0.05,Ar_293_0.1,Ar_293_0.5,Ar_293_1,Ar_293_5,Ar_293_15,Ar_313_0.01,Ar_313_0.05,Ar_313_0.1,Ar_313_0.5,Ar_313_1,Ar_313_5,Ar_313_15
0,00958972.2016.1250260_1436516_clean,,,,,,,,0.001022403,0.005060607,0.010323029,0.051217225,0.101349218,0.470484121,1.168074873,,,,,,,
1,00958972.2016.1250260_1436519_clean,,,,,,,,0.00250478,0.013303898,0.027102161,0.130413357,0.247224367,0.898818761,1.793717395,,,,,,,
2,00958972.2016.1253069_1472494_clean,,,,,,,,0.000457855,0.002121091,0.004455083,0.021950126,0.043607811,0.198090512,0.507998138,,,,,,,
3,1499489-acs.cgd.6b01265_1499490_clean,0.011670873,0.057572269,0.114340577,0.553120987,1.023810865,3.8107426,6.917356523,0.007366829,0.037363951,0.074552982,0.360855202,0.685041089,2.784854768,5.602301868,0.005118096,0.025238956,0.050200394,0.247012448,0.483105843,2.03632088,4.848057999
4,ABAVIJ_clean,,,,,,,,0.011057234,0.054359135,0.105149105,0.425300325,0.676754659,1.282917125,1.526816192,,,,,,,
5,ABAYIO_clean,0.007911589,0.0389829,0.077785706,0.339927056,0.633378513,2.267293234,4.700846301,0.004872797,0.024905406,0.049102973,0.227207969,0.428306867,1.657863376,3.671125751,0.003323187,0.016539564,0.033154928,0.159001173,0.300699092,1.244671028,2.893932336
6,ABAYOU_clean,0.008160984,0.039798941,0.079424244,0.353343167,0.655721352,2.31559831,4.748437531,0.005065193,0.025253709,0.049884001,0.231984494,0.43917402,1.699753407,3.726337509,0.003392102,0.016703972,0.033630312,0.163657138,0.303282223,1.278927899,2.941795522
7,ABEFUL_clean,,,,,,,,0.007060835,0.033795107,0.067073147,0.300494364,0.53649517,1.2712625,1.646543883,,,,,,,
8,ABESUX_clean,0.001919638,0.009596419,0.019126049,0.094252883,0.178453322,0.744885766,1.484064369,0.001304381,0.006503326,0.012887227,0.063837245,0.125894623,0.535118936,1.182531816,0.000884626,0.004574842,0.009089529,0.045936841,0.0891079,0.393614629,0.937537823
9,ABETAE_clean,0.001858156,0.009471687,0.019050856,0.093917168,0.176926016,0.745107364,1.499672785,0.001284919,0.006438306,0.012942074,0.063197218,0.125607119,0.53315374,1.185273713,0.00086251,0.004510264,0.009054586,0.045434816,0.088870378,0.390603363,0.934428364
10,ABETIN_clean,0.004756998,0.022805813,0.046336461,0.22826039,0.447318418,2.239523548,6.356170912,0.003346392,0.017107833,0.034673136,0.171732847,0.337094094,1.67205365,4.778442982,0.00267885,0.013368207,0.026226859,0.132432051,0.262634042,1.282293123,3.704002
11,ABEXEM_clean,0.003433359,0.017035468,0.034447004,0.164686805,0.308042215,1.139905925,2.077981084,0.002219596,0.011183538,0.021782081,0.107862788,0.207047167,0.809968286,1.641993242,0.001484373,0.007306458,0.014549243,0.072530324,0.142011316,0.582063237,1.287760333
12,ABEXEN_clean,0.008372253,0.04292441,0.083232614,0.395729299,0.729593974,2.618492136,5.603602091,0.005276047,0.026243377,0.0526732,0.260039712,0.497227791,1.975102201,4.46134628,0.003598026,0.018573272,0.036884725,0.18082163,0.353207535,1.487287856,3.607255375
13,ABEXIQ_clean,,,,,,,,0.002232746,0.010796891,0.02179802,0.103955518,0.206030256,0.798044897,1.614888678,,,,,,,
14,ABEXOW_clean,0.003424656,0.017094591,0.034321737,0.163311167,0.311144116,1.110309582,2.00845391,0.002183194,0.010878377,0.021405584,0.104471792,0.202124938,0.778585946,1.585281374,0.001427435,0.007194547,0.014384148,0.070519022,0.138222744,0.564823855,1.257129689
15,ABEXUC_clean,0.003509097,0.017411234,0.034529472,0.166104427,0.311734388,1.093916047,1.960428717,0.00222834,0.010885942,0.021476928,0.104490932,0.2040607,0.77769075,1.558191914,0.001396387,0.007170081,0.014340162,0.070850239,0.140123785,0.559424087,1.231037463
16,ABEYAJ_clean,0.003278924,0.017102611,0.033572363,0.162256626,0.306427157,1.06238375,1.887931901,0.00212687,0.010535132,0.021071228,0.104014322,0.197800791,0.759608362,1.487442758,0.001405391,0.006951819,0.014159864,0.069271594,0.135481961,0.540360674,1.193426167
17,ABEYEN_clean,0.00344954,0.017164264,0.033655307,0.159238874,0.299941149,1.045904779,1.863119571,0.002153925,0.010524117,0.020806565,0.102759267,0.199267743,0.742560186,1.470539665,0.001379049,0.006985389,0.013754044,0.069109706,0.131365406,0.53944583,1.164242208
18,ABEYIR_clean,0.003367749,0.016942719,0.033375029,0.16004418,0.297245701,1.027655986,1.821786169,0.002088893,0.010438795,0.020781179,0.101486184,0.195398476,0.737199722,1.454476507,0.001361089,0.006967073,0.013891611,0.06820094,0.133141884,0.530896468,1.136498752
19,ABIXOZ_clean,0.001218258,0.006683114,0.012988983,0.064895306,0.129857523,0.602620033,1.594596903,0.000964454,0.004783047,0.009578785,0.047112899,0.094829159,0.443725106,1.209086482,0.000733724,0.003636315,0.007062666,0.035699802,0.07036593,0.345410722,0.931975466
20,ABIYIV_clean,0.00376677,0.017821149,0.035050189,0.172100319,0.316138855,1.049702042,1.75056392,0.002167422,0.010840389,0.021750695,0.104456868,0.203193664,0.750881856,1.417634076,0.001380858,0.006928323,0.013944041,0.067560431,0.129298099,0.524109793,1.127711836
21,ABULOB_clean,0.028289172,0.138104302,0.273692676,1.138574262,1.965937605,4.299602926,5.394606308,0.015723049,0.078058316,0.155432108,0.6930706,1.250051414,3.478045224,4.866892998,0.009550317,0.047481376,0.095833418,0.449791085,0.810900231,2.712008211,4.263984489
22,ABUWOJ_clean,0.009321517,0.045988926,0.090637425,0.442227749,0.826446355,3.119146883,5.572936546,0.005782077,0.02883702,0.057390489,0.280061938,0.547019023,2.169365638,4.415984271,0.00368419,0.019130822,0.03730193,0.186636556,0.365880937,1.551020447,3.458844244
23,ACAJIY_clean,0.009288543,0.04676935,0.093932384,0.441896004,0.829900239,2.981182031,4.81767799,0.005487512,0.027275961,0.053083773,0.264387375,0.509422331,2.027288492,3.914525083,0.003381559,0.016854501,0.033800117,0.16275665,0.321045242,1.384888544,3.026146369
24,ACAJIZ_clean,0.003086575,0.015616047,0.031045277,0.148930208,0.286452755,1.128469882,2.181496834,0.00202491,0.010037977,0.020084155,0.099426548,0.194706678,0.802251695,1.733327587,0.001431653,0.006968716,0.014310153,0.069963279,0.137651041,0.581752475,1.360310353
25,ACAJOF_clean,0.002654181,0.013409663,0.026758842,0.134267409,0.26073238,1.119335068,2.433468063,0.00189991,0.009250498,0.018396039,0.090083841,0.179610874,0.79749434,1.87894873,0.001268386,0.006457559,0.012888433,0.064892238,0.126148319,0.5910588,1.448309579
26,ACAKUM_clean,,,,,,,,0.002216793,0.010857338,0.021762868,0.104469321,0.202613877,0.753511791,1.439865943,,,,,,,
27,ACALIB_clean,,,,,,,,0.001153839,0.005780326,0.011251478,0.054182212,0.109884326,0.446577826,0.905454614,,,,,,,
28,ACECIV_ion_b,,,,,,,,0.001099095,0.005655463,0.011267094,0.051550626,0.094894749,0.302979851,0.500478355,,,,,,,
29,ACIBIY_clean,,,,,,,,0.001966071,0.009851332,0.019337887,0.095260624,0.183350392,0.710200298,1.393832416,,,,,,,
30,ACIBOE_clean,0.006073319,0.030159579,0.060640907,0.299468259,0.589905106,2.508335681,5.325655486,0.00429996,0.020871269,0.041158901,0.206028957,0.403714893,1.780807113,4.158011738,0.003105249,0.014720628,0.029087083,0.148248848,0.291359692,1.30539961,3.238341515
31,ACMPCD_SL,,,,,,,,0.000265775,0.001488822,0.002936755,0.014392746,0.028372998,0.12623116,0.285298177,,,,,,,
32,ACOCOM_clean,0.00479864,0.024488316,0.048429891,0.243848339,0.487727183,2.322344574,6.698340854,0.003838912,0.018950522,0.038332805,0.189786805,0.384543547,1.830443051,5.334658833,0.003167806,0.0156912,0.030913096,0.154236967,0.311217019,1.473823132,4.358106227
33,ACOCUS_clean,0.005164147,0.025122058,0.051078325,0.251087387,0.501413005,2.418237014,6.942941891,0.003871942,0.019946228,0.039186768,0.194957091,0.39431656,1.881960301,5.501684347,0.003187284,0.016324314,0.032288773,0.159597857,0.313515152,1.522108001,4.469896982
34,ACODAZ_clean,0.004872739,0.024674315,0.04879615,0.246484695,0.491669993,2.36743723,6.844950945,0.00383417,0.019249097,0.037829526,0.193600675,0.38014477,1.831393431,5.410584961,0.003023232,0.015725549,0.031372849,0.156731459,0.315276856,1.498885316,4.444118099
35,ACODON_clean,0.006412168,0.03184144,0.06304237,0.307053322,0.588381889,2.309173188,4.48628827,0.004143846,0.020782929,0.042073664,0.203469577,0.394150203,1.65320181,3.576650696,0.002924756,0.014593698,0.029327176,0.145115998,0.281567431,1.21198116,2.829236712
36,ACODUT_clean,,,,,,,,0.011912921,0.055315857,0.106645579,0.393824721,0.594539826,1.285398255,1.946123744,,,,,,,
37,ACOGAB_clean,0.010491829,0.051398251,0.101357199,0.480155487,0.873051749,2.773431087,4.362296794,0.006340597,0.031635413,0.062957737,0.301873237,0.570935293,2.04997473,3.650800933,0.004164747,0.020609755,0.040994267,0.202763951,0.385404672,1.50507748,2.995268786
38,ACOGEF_clean,0.009362373,0.046521525,0.09246033,0.436394111,0.790501984,2.527544131,3.986334275,0.005800623,0.028690286,0.057544142,0.278198856,0.527335303,1.885887397,3.339050779,0.003749856,0.019117315,0.037451535,0.184552626,0.35523651,1.366059985,2.743234594
39,ACOLEL_clean,,,,,,,,0.000404737,0.001937215,0.004088208,0.01756224,0.036355507,0.127524708,0.247043541,,,,,,,
40,ACOLIP_clean,0.011120847,0.055312742,0.109706898,0.5130778,0.913063929,3.013070694,4.896996657,0.006637223,0.032756545,0.066138266,0.31530931,0.598406708,2.159488779,3.969304654,0.0042861,0.020793817,0.041775571,0.20168641,0.387123994,1.550630397,3.154746174
41,ACOLOV_clean,0.004675181,0.02300425,0.046565183,0.228083739,0.452387138,2.047056025,4.993754953,0.003316173,0.016148596,0.032898537,0.162265951,0.32458135,1.480475626,3.820028149,0.002513847,0.012266168,0.02468706,0.121443043,0.243497001,1.10350864,2.985359174
42,ACUBAB_clean,0.006604154,0.032264823,0.063791006,0.281441494,0.506601612,1.399031195,2.025949557,0.004023413,0.02001807,0.038924371,0.186589565,0.335201078,1.098074574,1.748421279,0.002712272,0.013064318,0.026076025,0.124844125,0.236824688,0.841672017,1.485669317
43,ACUFEK_clean,0.004578982,0.02233571,0.044299597,0.221538972,0.440299521,2.061572243,5.798621762,0.003320055,0.017150688,0.033010243,0.167320212,0.334707763,1.560856044,4.461506365,0.00261447,0.012838129,0.025863633,0.130319453,0.260322711,1.225211316,3.549978638
44,ACUJOZ_manual,0.004277915,0.021740104,0.043378778,0.21555145,0.426932379,2.003615684,5.335354555,0.003209929,0.016039201,0.032239495,0.159517932,0.31929242,1.495456747,4.099984052,0.002407446,0.012161034,0.024310134,0.122667882,0.240647659,1.158071083,3.227427944
45,ACUTOI_clean,0.004769372,0.023928643,0.047497809,0.221352084,0.393736094,1.192344007,1.866393742,0.002861444,0.014828463,0.029540095,0.137296288,0.264475072,0.890299114,1.552929198,0.001880069,0.00954234,0.019024467,0.093246758,0.178636229,0.667870311,1.282351989
46,ADABIS_clean,,,,,,,,0.001813681,0.008634892,0.016645422,0.083984178,0.166744912,0.664643981,1.168063718,,,,,,,
47,ADABUE_clean,,,,,,,,0.00141998,0.006940648,0.014340088,0.069630188,0.132545332,0.552631794,1.067879638,,,,,,,
48,ADARAA_clean,0.005717808,0.028239428,0.056623855,0.280926564,0.544222818,2.374435158,5.331034875,0.003816705,0.019251081,0.038419995,0.190377704,0.381533571,1.701053446,4.122209116,0.002806543,0.013923159,0.02786243,0.138959316,0.273297987,1.252746063,3.199441299
49,ADASEF_clean,0.004060845,0.021758928,0.043067704,0.211381919,0.417712658,1.909691826,5.243162417,0.00337851,0.016153351,0.032264057,0.162135296,0.321375404,1.530294306,4.208433726,0.002497159,0.013262901,0.026070911,0.128179608,0.25862419,1.227938938,3.412043651
50,ADASIJ_clean,0.005071357,0.024652377,0.04950258,0.247355747,0.488438395,2.254407565,5.979331089,0.003540521,0.017968837,0.036235337,0.18158528,0.361523247,1.671022379,4.615254936,0.00284351,0.014154687,0.028172561,0.13926356,0.273723844,1.295503443,3.675188371
51,ADASOP_clean,0.005921493,0.029511958,0.058976162,0.292977999,0.570399222,2.541687088,6.523241087,0.004150923,0.021441538,0.042144726,0.207377179,0.411018527,1.888379809,5.053454992,0.003008501,0.015902075,0.031444158,0.156555905,0.31678152,1.453822092,3.953662409
52,ADASUV_clean,0.004366878,0.023715392,0.047117283,0.228763171,0.465338036,2.140592587,5.85104149,0.003348924,0.017091312,0.034946091,0.172192943,0.341855753,1.607225114,4.489707766,0.002607587,0.013720258,0.026503702,0.133001672,0.263539598,1.261452449,3.508960022
53,ADATAC_clean,0.004782711,0.024864725,0.050068001,0.253343979,0.488486786,2.271207493,6.273966055,0.003605842,0.019109351,0.037939264,0.190196084,0.378108289,1.810895863,5.045610371,0.002955608,0.015852807,0.03075982,0.153358444,0.306308476,1.465234658,4.172147496
54,ADATEG_manual,0.004191373,0.021861479,0.042422038,0.215289257,0.427524368,2.07354509,6.289885946,0.003420299,0.01853595,0.036378364,0.176722604,0.354987358,1.752614389,5.198056866,0.003088607,0.014995036,0.030218379,0.151147894,0.302037327,1.48099779,4.417866953
55,ADATIK_clean,0.004234075,0.019979136,0.039038946,0.199018777,0.387981086,1.852983891,5.195494901,0.003090314,0.015753694,0.031049883,0.154666746,0.310119019,1.4965664,4.192744225,0.002473114,0.012624535,0.02549077,0.124915995,0.251485048,1.209724003,3.461746928
56,ADATOQ_clean,0.003881193,0.019674269,0.039315605,0.196949966,0.378973756,1.848559863,4.87638946,0.002869003,0.0141881,0.028918619,0.144108791,0.282643271,1.356856235,3.720835131,0.002187106,0.010933593,0.021762577,0.107805538,0.215454162,1.039151464,2.922690558
57,ADATUW_clean,0.003722342,0.018423802,0.036844698,0.186686646,0.363541001,1.756362397,4.747886644,0.002707246,0.013836497,0.027474431,0.134352051,0.27149949,1.301079217,3.622889971,0.002061188,0.010315624,0.020848216,0.101412757,0.20965804,0.985453069,2.823683809
58,ADAVAE_clean,0.00412625,0.020378443,0.041437814,0.203490944,0.393896058,1.894161702,4.96149869,0.003003639,0.014573605,0.029620856,0.145159726,0.289748944,1.379471184,3.766385636,0.002258783,0.011090507,0.021678309,0.109316559,0.220292335,1.038972238,2.939558784
59,ADAVEI_clean,0.004228922,0.020754261,0.041308021,0.208746585,0.40220183,1.936313377,5.08238311,0.002987172,0.014867091,0.029655726,0.149100972,0.296368379,1.407932622,3.865821477,0.002335302,0.011121502,0.022539397,0.111491073,0.222245039,1.072298969,3.007682587
60,ADAVIM_clean,,,,,,,,0.002782574,0.013986762,0.027914217,0.138481197,0.27640335,1.318826454,3.646490671,,,,,,,
61,ADAXEK_clean,0.011312038,0.055767517,0.111346718,0.516624687,0.912611718,2.624657839,3.984826432,0.00686036,0.034461648,0.068115294,0.323897453,0.607773585,1.997249382,3.366308328,0.004456058,0.022061321,0.044127022,0.21325579,0.409882927,1.503474119,2.817096335
62,ADAXIO_clean,0.008107946,0.039835192,0.079504513,0.373840859,0.661977591,2.058138983,3.202738907,0.004926846,0.025356836,0.050386858,0.237285135,0.448323317,1.556926169,2.681191466,0.003427443,0.016928643,0.033218438,0.160129062,0.306840681,1.162408829,2.253913994
63,ADEGIA01_clean,,,,,,,,0.004983372,0.024849725,0.049844045,0.230166357,0.42224564,1.305400655,2.141551888,,,,,,,
64,ADEGIA_clean,,,,,,,,0.00537068,0.027479981,0.053973616,0.251055205,0.462575662,1.350164931,2.136630486,,,,,,,
65,ADIQEL_clean,0.038384823,0.187214476,0.372706581,1.471289829,2.333577875,4.457542633,5.20508132,0.020660632,0.101224974,0.198762783,0.859920589,1.496992571,3.679113426,4.786034915,0.012062461,0.058672044,0.116348985,0.533913453,0.955923632,2.887579371,4.282306899
66,ADOBIF_clean,0.004475133,0.02275907,0.044128671,0.212171582,0.396946396,1.463883614,2.78681129,0.00272526,0.013997439,0.02759,0.134467125,0.259649656,1.018308702,2.160766269,0.001904769,0.009536112,0.018418897,0.091491767,0.178336636,0.736919844,1.673601101
67,ADOCEC_clean,0.00420009,0.020446141,0.040870109,0.195727057,0.378392974,1.39565262,2.771472009,0.002741461,0.013441237,0.026526131,0.127399547,0.246611137,0.986254497,2.130835897,0.00175954,0.008789782,0.017712598,0.086431269,0.170197097,0.71233486,1.652022528
68,ADODII_clean,,,,,,,,0.004825334,0.023650403,0.046365819,0.222659708,0.424561707,1.439147702,2.557033443,,,,,,,
69,ADODOO_clean,0.008102258,0.040548119,0.079942279,0.364677724,0.659403498,1.940552181,2.972607989,0.005131431,0.025227488,0.04997375,0.238086103,0.444497285,1.472592907,2.533765388,0.003321926,0.016997555,0.032995832,0.160807725,0.303967259,1.123299619,2.105784435
70,ADODUU_clean,0.008371607,0.042392343,0.083026332,0.378402962,0.688973319,1.954611215,2.963184952,0.005265346,0.025748706,0.051805852,0.244389267,0.452265986,1.490884548,2.520541337,0.003349129,0.0171148,0.034596329,0.163364132,0.314781662,1.141326803,2.104877761
71,ADOGEH_clean,0.019317067,0.090992378,0.167764149,0.603870918,0.987382062,3.060997788,6.276073506,0.010896708,0.053323936,0.101000307,0.409336186,0.698730014,2.220291036,4.839696917,0.006750887,0.033650792,0.064607358,0.279413741,0.502756946,1.679564506,3.724808503
72,ADUROI_clean,0.003139974,0.01487543,0.030326411,0.152869823,0.298437485,1.454701072,4.298994877,0.002446646,0.012106566,0.02415091,0.121401209,0.242711308,1.168163585,3.476259881,0.001984428,0.010068804,0.020248718,0.101099148,0.201687189,0.978936276,2.880698184
73,ADUWIH_clean,0.005011949,0.025651824,0.050487035,0.251102666,0.489704861,2.298732515,5.790351713,0.00364068,0.018203401,0.036258449,0.181166612,0.359126913,1.678546065,4.427425401,0.00273452,0.013671261,0.027079228,0.135762344,0.267201046,1.258790474,3.432954338
74,ADUWON_clean,0.006032643,0.030169105,0.060544403,0.299334546,0.599835561,2.748982195,7.242258252,0.004271159,0.022039179,0.043665969,0.221782121,0.438185527,2.10449706,5.593420967,0.003446383,0.016813635,0.033939506,0.172395726,0.339442194,1.630946339,4.389036712
75,AFEDIA_clean,,,,,,,,5.51E-05,0.00025818,0.000550622,0.002783698,0.004945806,0.025101005,0.075415586,,,,,,,
76,AFEJOK_ion_b,0.006618594,0.032413759,0.065721761,0.319541793,0.60346953,2.400261287,4.529658673,0.004463806,0.021863753,0.043098718,0.212625484,0.410223809,1.703828973,3.631932334,0.0030431,0.015291132,0.030083978,0.150108461,0.2903921,1.257420112,2.866152257
77,AFENEE_clean,0.006315161,0.031275173,0.061774637,0.307754161,0.587829617,2.08868347,3.572364223,0.003520382,0.0183869,0.035762409,0.178084587,0.345095835,1.39351472,2.824565958,0.002228771,0.011258914,0.021769955,0.109721985,0.218419588,0.945238426,2.149945995
78,AFIPAH_clean,0.004948392,0.024451267,0.048671031,0.230778975,0.445460548,1.530076615,2.523177674,0.002999026,0.014479508,0.028870887,0.141761856,0.278376699,1.085894712,2.089585857,0.001992774,0.009596882,0.019038552,0.09378006,0.182589367,0.753713118,1.647229518
79,AFITEP_clean,0.017670938,0.08549101,0.169031732,0.784697191,1.38467802,3.906190665,5.707234369,0.010021594,0.050789799,0.101872912,0.475723395,0.896578884,2.943667633,4.8335653,0.006427199,0.031600824,0.063237669,0.308672794,0.603374534,2.185880751,4.030664521
80,AFITUF_clean,0.00521455,0.026501925,0.05206814,0.249790032,0.468587475,1.70095275,3.191417231,0.003354185,0.016710138,0.033142143,0.160892182,0.307693473,1.213513013,2.533523686,0.002287697,0.011243241,0.022543582,0.110990163,0.216483958,0.881890813,2.009629905
81,AFIXAO_clean,0.004210431,0.021392055,0.042098917,0.200407679,0.372339377,1.373535038,2.728877388,0.002699769,0.013295985,0.02720271,0.130922618,0.250637202,1.000461935,2.16441097,0.001845166,0.009234462,0.019062398,0.091958322,0.176308302,0.735577031,1.710059892
82,AFIXES_clean,0.004249277,0.02105971,0.04163277,0.19738096,0.378256856,1.362951771,2.728283978,0.002701927,0.013876511,0.027187603,0.130322669,0.25101163,0.993738409,2.15794102,0.001837613,0.009311074,0.018617832,0.089949141,0.175938189,0.738195854,1.707191792
83,AFOQUI_clean,,,,,,,,0.002011716,0.009929766,0.019508715,0.095593524,0.183012738,0.677692129,1.340784241,,,,,,,
84,AFOTOF_clean,0.00781024,0.038311046,0.078624978,0.360344657,0.666568683,2.374908665,4.696908598,0.004961465,0.023967535,0.04868539,0.234577651,0.442707033,1.751049376,3.72314421,0.003190384,0.016340299,0.031724905,0.156446768,0.305766514,1.271879547,2.9694245
85,AFOTUL_clean,0.007728612,0.039097926,0.074047001,0.347481596,0.660007998,2.375025644,4.776776453,0.004624113,0.023810003,0.047483342,0.234089877,0.441085753,1.73367129,3.770569785,0.003112658,0.016046713,0.031758906,0.158498767,0.30218079,1.280259231,2.970441106
86,AFOVAT_clean,0.007707817,0.039154626,0.076101652,0.366567837,0.683301945,2.430712477,4.874480668,0.004857553,0.024177175,0.048133172,0.238358105,0.447552115,1.783456295,3.844602682,0.003221676,0.015563781,0.031782748,0.158008163,0.308757123,1.29764052,3.043895223
87,AFOVEX_clean,0.008011813,0.038289766,0.075663657,0.353820746,0.666647818,2.380732518,4.797425569,0.004602266,0.023754435,0.046563855,0.228179544,0.449392202,1.716384924,3.785737195,0.003157683,0.015692663,0.031145951,0.155080315,0.301110133,1.274725513,3.00311889
88,AFOVIB_clean,0.007629816,0.03942105,0.075165056,0.36785332,0.69450644,2.418603276,4.734805158,0.005184491,0.024145319,0.047539934,0.230935278,0.457475009,1.731720743,3.758536857,0.003310748,0.016288077,0.032562065,0.158380564,0.311484056,1.291998994,2.971516579
89,AFOVOH_clean,0.007585092,0.038076172,0.077806034,0.368178394,0.680352216,2.43370388,4.803934078,0.004839264,0.024066257,0.048347225,0.238160352,0.455549442,1.758129127,3.805788306,0.003307381,0.016600905,0.032186061,0.156695948,0.309894578,1.296478892,3.028687911
90,AFOYAW_clean,0.006093901,0.030822236,0.061975245,0.299281897,0.573526645,2.362288272,4.771055036,0.004059856,0.020243006,0.040416014,0.199140173,0.386150189,1.670239426,3.733005677,0.00282735,0.014210867,0.028174684,0.14075401,0.273839861,1.20434282,2.900175294
91,AFOYEA_clean,,,,,,,,0.000267055,0.00139568,0.002770695,0.014304926,0.028434994,0.139897054,0.407168192,,,,,,,
92,AFOYEB_clean,0.002395213,0.012100816,0.023789361,0.11198453,0.209840153,0.648070292,1.062208274,0.001588492,0.007875928,0.015428692,0.073726477,0.141752441,0.499400825,0.897468437,0.00107048,0.005422496,0.010779647,0.052092321,0.099464313,0.391934629,0.747752148
93,AFOYIE_clean,0.003762369,0.019035658,0.038496283,0.191053527,0.38107297,1.806121046,4.978367279,0.00268862,0.013848236,0.028036446,0.140964166,0.274074954,1.30795005,3.675134355,0.002031339,0.010428674,0.020466378,0.104521884,0.208247665,0.997081511,2.814016573
94,AFOYOK_clean,0.003910892,0.019236182,0.039203281,0.193805347,0.375818868,1.737002342,4.172591223,0.002553276,0.013342382,0.026979102,0.134339224,0.268519308,1.217885971,3.112032412,0.001897001,0.009818776,0.019540379,0.097669502,0.191732307,0.894735273,2.377001524
95,AFUKET_clean,0.012232618,0.05907187,0.114493022,0.483744142,0.830015117,2.71993826,5.015517879,0.007196023,0.035411191,0.070927796,0.318609261,0.578839585,2.023398546,4.01161378,0.004773062,0.023555269,0.046941566,0.216119396,0.412986874,1.516177998,3.227306195
96,AFUKIX_clean,0.005588243,0.027195344,0.054174593,0.267859263,0.522439187,2.236923892,5.350563529,0.003878079,0.01903256,0.037456338,0.183415229,0.363356685,1.61500948,4.09732372,0.002788313,0.014032184,0.027674004,0.134842804,0.267619933,1.212546705,3.198803796
97,AFUPEX_clean,0.005828109,0.029282738,0.058262622,0.283616163,0.55403598,2.251485603,4.529703685,0.003774606,0.019585845,0.038885456,0.189965709,0.372938056,1.59953716,3.595374675,0.002816181,0.01342164,0.027232928,0.13414807,0.264325787,1.166039213,2.800029807
98,AGABIU_clean,0.002293786,0.011723797,0.022740433,0.116247227,0.233018543,1.141605634,3.200988189,0.001791236,0.009315143,0.017951842,0.090509445,0.181237859,0.891855823,2.517831051,0.001525601,0.007466472,0.014293987,0.073002713,0.145671588,0.718522374,2.040339343
99,AGARUW_clean,0.002762272,0.013571896,0.026223438,0.130204094,0.251972617,1.003317723,2.063053994,0.001827405,0.009140652,0.018107151,0.089866956,0.175479239,0.726303317,1.636170717,0.001268662,0.006623888,0.012935751,0.064444133,0.125806712,0.545559555,1.30210878
100,AGAXOV_clean,,,,,,,,0.003548167,0.017638314,0.036114637,0.178573997,0.355590099,1.620324501,4.204393182,,,,,,,
101,AGAYIQ_clean,,,,,,,,0.005332548,0.026899948,0.053802237,0.243914504,0.419684918,1.046545631,1.371898921,,,,,,,
102,AGAYOW_clean,,,,,,,,0.00544367,0.02669659,0.052904529,0.254139939,0.438186915,1.371180397,2.201672354,,,,,,,
103,AGESIP_clean,,,,,,,,0.001286954,0.006231422,0.012209352,0.062162864,0.124289514,0.503498117,1.096095997,,,,,,,
104,AGIMOU_clean,,,,,,,,0.005230552,0.026340547,0.052698901,0.253481827,0.480100213,1.615827657,2.60206914,,,,,,,
105,AGIREP_clean,0.006139706,0.030459553,0.060983103,0.292480566,0.562927372,2.501024167,5.746458744,0.004216542,0.020782166,0.042182435,0.206058897,0.393825858,1.798304647,4.397097768,0.002931732,0.015266231,0.030160628,0.149137586,0.291533565,1.338836015,3.419917135
106,AGOFEJ_clean,0.003721853,0.019504136,0.038403942,0.193344586,0.382348464,1.688393381,4.453026882,0.002765967,0.014460314,0.02879279,0.142970292,0.280059998,1.288786764,3.502873841,0.002350491,0.01117718,0.021784896,0.107939541,0.21956026,1.028672459,2.825601185
107,AGONAM_clean,0.00653445,0.031772529,0.061961948,0.300616235,0.561455562,1.945922351,3.270026437,0.003952763,0.020514537,0.041093546,0.20167829,0.384536903,1.444143779,2.728684199,0.00285533,0.014206448,0.027874209,0.137121737,0.266790676,1.073735961,2.224057237
108,AGONEQ_clean,0.005058968,0.025624314,0.051154766,0.251747343,0.490332941,2.1568443,4.809008261,0.003528444,0.017801209,0.036240297,0.17868445,0.348798729,1.555467095,3.754139596,0.002754561,0.013142589,0.026664458,0.129813,0.258764003,1.163505271,2.957693995
109,AGOVOJ_clean,0.004176012,0.02045303,0.041493917,0.204652304,0.405206238,1.889775637,5.075606984,0.00290047,0.015461781,0.029858763,0.151562059,0.302536259,1.440180626,3.926882043,0.0025289,0.011823715,0.024002362,0.116024358,0.231560683,1.123080956,3.11648062
110,AGUBUA_clean,0.025175047,0.124979568,0.240077895,0.950276037,1.524938306,2.904288319,3.587611702,0.014686249,0.071074551,0.138913619,0.5956532,1.033963545,2.447646737,3.246184269,0.009021742,0.043896004,0.087180834,0.399295237,0.704456486,2.009676089,2.906447672
111,AGUTUS_clean,,,,,,,,0.00020406,0.001209195,0.002294299,0.010950315,0.022697569,0.109661714,0.321935412,,,,,,,
112,AGUWUV_clean,,,,,,,,0.002896113,0.01461648,0.030023861,0.143283148,0.277940129,1.073516784,2.126734748,,,,,,,
113,AHAMAY_clean,0.009609093,0.046251887,0.090219694,0.350712207,0.542629123,1.053589409,1.306268377,0.00526353,0.026032018,0.051357833,0.217233894,0.37349495,0.872798519,1.179031776,0.003062184,0.015422221,0.030455389,0.137466373,0.252716396,0.700957551,1.039432
114,AHEBAS_clean,,,,,,,,0.006631044,0.03324336,0.06615593,0.30631856,0.562580025,1.798434122,2.917193811,,,,,,,
