,name,gas,pressure,temp,cutoff,path,Average loading absolute [mol/kg framework],Average loading excess [mol/kg framework],Average loading absolute [molecules/unit cell],Average loading excess [molecules/unit cell]
0,GOSKEG_clean,argon,0.01,293.0,14.0,GOSKEG_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0068798715,0.0068798715,0.0344333333,0.0344333333
1,SOPPOD_clean,argon,0.01,293.0,14.0,SOPPOD_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0001984131,0.0001984131,0.0001484375,0.0001484375
2,MAGVOG30_clean,argon,0.01,293.0,14.0,MAGVOG30_clean_argon_293.0K_0.01bar_14.0/Output/System_0,8.10347e-05,8.10347e-05,5.44444e-05,5.44444e-05
3,COCMAJ_clean,argon,0.01,293.0,14.0,COCMAJ_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0026544262,0.0026544262,0.0139,0.0139
4,IWIPIO_clean,argon,0.01,293.0,14.0,IWIPIO_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0008470228,0.0008470228,0.0013833333,0.0013833333
5,NIMXAK_clean,argon,0.01,293.0,14.0,NIMXAK_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0033544915,0.0033544915,0.01271875,0.01271875
6,ROSKER_clean,argon,0.01,293.0,14.0,ROSKER_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0005955345,0.0005955345,0.0014625,0.0014625
7,NATHIC_clean,argon,0.01,293.0,14.0,NATHIC_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0076770346,0.0076770346,0.019225,0.019225
8,QADVUN_clean,argon,0.01,293.0,14.0,QADVUN_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0019348208,0.0019348208,0.0018657407,0.0018657407
9,FAGVUH_clean,argon,0.01,293.0,14.0,FAGVUH_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0007917678,0.0007917678,0.001725,0.001725
10,acscombsci.5b00188_5013797_clean,argon,0.01,293.0,14.0,acscombsci.5b00188_5013797_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0035351953,0.0035351953,0.0052,0.0052
11,cg401858s_si_002_clean,argon,0.01,293.0,14.0,cg401858s_si_002_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0037152163,0.0037152163,0.0081625,0.0081625
12,BOXYEU_clean,argon,0.01,293.0,14.0,BOXYEU_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.004091566,0.004091566,0.0062666667,0.0062666667
13,LUDVUB_clean,argon,0.01,293.0,14.0,LUDVUB_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0026513838,0.0026513838,0.0335625,0.0335625
14,UMOYOM12_clean,argon,0.01,293.0,14.0,UMOYOM12_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0046799454,0.0046799454,0.0352,0.0352
15,LAWGOG_clean,argon,0.01,293.0,14.0,LAWGOG_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0025041233,0.0025041233,0.00385625,0.00385625
16,ACUTOI_clean,argon,0.01,293.0,14.0,ACUTOI_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.002861444,0.002861444,0.00995,0.00995
17,UMEXUF_clean,argon,0.01,293.0,14.0,UMEXUF_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0055984,0.0055984,0.00964375,0.00964375
18,HAWVUY_clean,argon,0.01,293.0,14.0,HAWVUY_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0064476781,0.0064476781,0.012875,0.012875
19,OBIBEJ_clean,argon,0.01,293.0,14.0,OBIBEJ_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0038661407,0.0038661407,0.0102875,0.0102875
20,GOLYOX_clean,argon,0.01,293.0,14.0,GOLYOX_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0049948445,0.0049948445,0.0156583333,0.0156583333
21,XEKCAT01_clean,argon,0.01,293.0,14.0,XEKCAT01_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0056878596,0.0056878596,0.0110833333,0.0110833333
22,AHAMAY_clean,argon,0.01,293.0,14.0,AHAMAY_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0052635303,0.0052635303,0.0098962963,0.0098962963
23,BOZFIH_clean,argon,0.01,293.0,14.0,BOZFIH_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0067251266,0.0067251266,0.0265208333,0.0265208333
24,PATMAA_clean,argon,0.01,293.0,14.0,PATMAA_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0014898687,0.0014898687,0.0048625,0.0048625
25,KOMVIT_clean,argon,0.01,293.0,14.0,KOMVIT_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0019355665,0.0019355665,0.0042791667,0.0042791667
