qt_indices,rd_indices
1294,281
2261,6315
7635,2434
3831,5187
1217,4437
3247,1977
6739,6895
4227,4356
6730,1194
2155,4826
7569,7427
679,3113
6711,4042
6055,376
4111,2761
3051,4607
6037,3434
7658,693
5051,3229
1920,7760
823,3722
4476,6303
3401,5887
4678,923
3894,1607
431,7403
3743,2263
2346,4218
7573,438
3927,4660
5330,3461
3786,7280
7182,4284
2363,5491
6560,6522
4053,146
666,1996
4864,2081
3237,956
2875,2486
5845,5482
5078,4948
2901,6847
1269,5172
7352,2231
5704,4754
7651,3746
1967,6941
3764,5096
6585,2834
4720,3972
3465,5939
5970,7200
3387,5408
6774,419
5169,5872
2920,3008
3002,3083
4648,3356
5915,3255
4083,2319
13,1598
5094,738
5355,2308
390,1913
5126,4219
6692,3059
6953,2043
5966,832
4336,7036
3526,4162
7653,941
5238,1647
2074,5404
6448,5357
4958,859
3354,188
6020,5810
5453,2708
6364,6240
5369,7637
5375,3579
1567,4271
2534,2344
1391,6829
4560,2833
2036,1721
2161,3625
3986,1095
1824,2075
3724,5016
2682,1250
1747,2343
2099,4771
5679,5849
7618,7692
4114,2851
2162,4592
2934,2125
6281,6144
1576,249
2961,4203
1804,345
3480,6757
7012,2972
7729,5881
2297,4744
7346,2945
1378,4206
7238,2898
5490,4408
5208,6119
4474,357
3837,6523
4154,6712
7056,4499
4834,2510
5963,5423
3840,1503
3546,189
6512,5916
4180,5342
3789,2746
2432,5287
4324,5017
4545,527
6902,4973
7138,3031
5014,1680
111,2876
7392,1914
2349,6085
1837,2895
3444,630
7750,7642
860,3337
3519,4789
77,5220
3783,4374
5673,3207
1112,2452
5274,1051
5148,4351
7744,4531
7125,7371
4950,6275
3918,839
2206,905
6264,5124
902,6952
6107,5626
1282,1973
6675,5206
4300,6078
6620,5655
2347,5512
3399,4931
2587,3334
5445,4716
6138,3711
3620,3001
7067,2003
3791,264
2548,3673
1428,305
7233,5421
1548,2437
366,962
3873,2792
3695,3214
5638,4269
2526,1838
2380,3832
2089,2194
4965,4473
4903,2414
4335,3813
411,4334
4895,462
1307,5720
4875,2037
5060,7176
1121,6933
3591,5229
5692,4323
464,5180
3686,5289
6184,7225
3147,4120
3068,1938
2578,2327
2235,1586
7620,4508
2701,1113
5268,327
6201,122
7714,2197
513,5848
5363,3376
1318,6337
92,6218
6578,2032
3990,4887
2383,271
5209,2121
1361,5604
2001,2493
5997,876
3074,2825
6399,6300
3283,3529
427,3329
493,5254
5791,5379
1737,6930
3181,6171
7215,3749
5483,1789
7567,7279
1695,2547
2068,3112
7409,3506
2185,1111
1687,935
407,1133
7429,6482
4155,4087
4189,5804
6136,1878
4250,7648
3091,1540
5419,4036
2435,1896
7404,507
7210,1260
914,1124
919,3797
7421,4971
232,645
7365,5027
5910,4977
3893,386
2506,3445
7385,7448
1494,3788
3294,6698
7481,304
4270,6986
6624,5203
3233,2232
7578,6043
5101,2520
7585,3040
6623,5869
7545,6588
587,7502
7731,6824
4318,3249
2331,3052
1495,981
2998,995
731,864
1416,3170
6565,5217
1037,5487
6937,1707
3648,3087
3585,3205
6728,3607
2542,6655
1100,5844
3070,3509
2924,6121
4676,6442
4441,2373
4145,3801
6426,5265
3803,3744
6349,2285
2594,1248
1232,3660
152,360
6746,5221
536,6369
1580,6239
2393,137
380,6573
2186,3240
5757,5107
6026,97
6722,3456
3284,4073
816,4375
1201,3080
851,3122
5593,5213
6212,7466
4040,2141
6030,7505
896,1673
4488,3137
7087,3741
6803,5340
4363,7581
3734,2002
4253,5664
1016,2671
562,2514
1334,2994
7218,1635
2054,6856
7361,2300
1486,1661
6581,3246
4537,2513
6353,2201
6976,6210
6233,6372
4692,6889
4089,5073
6404,4566
7357,867
2474,90
707,1950
1694,3563
16,4936
7004,2573
165,5347
4398,330
5173,5761
3517,4401
6177,1266
3048,1101
123,5719
2575,6550
2530,4465
4980,7274
5707,2213
512,1397
6989,1209
3821,5418
2641,340
882,1735
3182,3431
4605,3361
5476,1028
6295,3324
300,1587
3455,6283
3429,3430
7377,3988
5539,5688
2899,2122
754,2015
2158,553
6044,1127
7674,2067
1449,4792
3888,4634
5062,1813
5530,6467
5349,3208
5696,5857
7734,5701
822,394
6609,7437
3577,5937
3514,7717
5427,6571
4770,1036
3948,4362
1222,3435
6837,2831
4764,1183
1526,5510
3668,4402
5913,6546
6463,7119
7095,3377
944,7702
7068,950
7018,1524
7253,911
3600,224
3661,2711
3664,5957
3525,785
3152,7177
6433,4117
2365,2737
6108,2914
617,4835
1301,1645
4933,2846
1761,1275
5057,6883
5941,6161
672,6405
6947,3658
1745,2702
5136,5241
2292,7198
2061,4377
3311,3373
314,3737
2785,1746
5782,2045
5886,6782
2203,6688
3175,7401
2312,7140
2877,2586
1212,5231
2239,2039
6226,1922
422,4200
4656,5297
847,5525
5164,1532
4737,2006
5,6646
5296,2260
1341,1492
6670,7016
3285,460
3256,5987
6709,5759
846,2086
1819,5077
6317,6350
4110,6864
5902,3949
1170,2627
6087,2871
594,7394
3706,7665
2147,7558
62,4598
6196,1908
5326,3723
470,6796
1462,3275
3671,4752
1530,3282
2482,3139
2830,3953
6245,3118
2985,6241
519,5214
117,3883
4509,2419
4096,5729
6397,5188
2704,7432
1555,2635
4712,1605
3442,4766
5249,3161
3808,4006
6386,5155
1003,5385
5104,4951
4952,6209
7133,5783
7583,2529
1998,6621
6312,4438
5291,4231
2511,5658
3267,3224
7045,6639
388,1231
670,1999
2077,1611
1798,5635
1147,1986
7059,6776
466,7149
3598,7235
6451,6528
4467,74
2220,398
3251,3180
7167,2350
4484,1801
501,2618
240,1114
484,3272
657,3581
4075,2788
5945,4920
3802,4452
2171,6098
4330,5215
1478,4281
3228,5507
7038,2714
3103,6501
3230,4258
7444,2127
7550,5928
6235,2984
2604,1085
7134,1851
6821,129
2814,5760
7511,3307
2793,6807
1245,614
2903,2713
2198,6015
4255,5319
2082,7311
3393,3538
4248,2732
5805,2429
729,890
2071,6912
872,383
54,3652
5918,4166
7526,1577
3793,1461
3536,3321
5035,3140
6024,3659
4857,6217
4562,3469
6248,7686
6890,961
336,1982
2049,3718
7220,1571
2926,1930
7277,3326
3929,6011
808,1777
22,4856
2774,5695
3157,82
99,5134
5938,204
4304,5130
5392,5463
1485,2569
2262,6047
1774,599
3210,5628
3861,6756
4877,1258
250,2756
6438,4024
3959,1770
1903,2576
5041,3369
6842,1227
5531,1290
4709,2361
5670,3763
158,5596
1265,5433
7512,4144
3645,7314
