qt_indices,rd_indices
3162,4705
5301,2923
4477,2945
1570,5106
3466,66
7654,5002
4121,3419
6756,4553
1432,2410
2791,5641
6765,3792
4509,4772
1838,4073
3037,274
1081,5554
3603,419
6211,1938
3850,2444
2931,7570
7560,1780
4265,1186
2015,4487
6090,3638
4693,3204
7002,2640
86,1204
7392,2679
1639,7629
6041,4547
2970,5906
6358,2702
3732,2249
1171,1756
6715,2969
4773,5754
2724,5775
3687,3584
7754,4292
4397,3684
597,309
225,3612
5541,4342
6153,7193
2037,5688
2305,4875
760,4835
1816,51
2180,113
2373,6608
5818,6232
2144,4953
6528,1145
237,7202
3128,521
4976,3068
1771,426
5221,528
54,6037
5416,3109
4185,1876
6172,4837
11,6778
7274,600
6713,961
6150,7613
1343,4667
4459,4578
2846,4390
4009,2185
2244,7631
4116,1609
4136,2538
2241,3052
3367,271
5223,331
6687,2367
3509,4633
1106,2721
3582,1951
7747,4756
4119,5614
3079,3299
515,1278
1394,3967
1404,4258
5644,1299
112,2073
7068,1600
4221,4662
2748,4964
5551,3589
941,3168
758,1224
2841,1627
3823,2150
2704,5236
4629,6957
1083,1892
3444,3158
1715,1694
6192,2512
4383,3420
6074,6438
2895,6511
648,3095
3682,3195
2710,2377
2336,5811
2326,3413
7269,108
2731,5462
4986,1828
3272,5529
7200,1508
4614,1035
1976,3361
1423,270
1607,5642
5478,6242
1866,2422
1557,2510
4792,7676
7188,4319
3383,6196
2891,2508
2740,1493
5975,273
6443,5990
885,6744
3023,5358
4380,6995
3124,7098
5747,2106
5960,1479
4566,5587
7211,3998
18,990
2807,4864
4725,6979
3956,5597
5346,7498
6279,3654
7531,5032
3979,4849
3205,2789
2306,2819
2359,4753
4954,2033
3307,5090
5404,3799
2340,2769
2849,7025
2730,4476
7022,3791
3106,7208
7643,3926
3782,3865
3,1157
1773,4654
4360,3976
7407,7492
2347,7594
6823,5898
4175,2424
2990,7408
6307,3607
6491,7624
7021,1137
216,1841
607,584
4959,3321
513,3738
7668,2699
3424,3551
287,7026
4493,2771
2068,5666
843,5226
1036,6306
1401,2826
1619,2247
1925,4415
2817,1824
164,1475
3090,5558
6424,612
6920,3446
3231,4678
2218,3927
7372,1958
5600,127
3745,7126
1726,4086
1809,4188
1349,1936
7267,7060
1567,3148
968,5206
882,5661
7630,2635
2794,1652
4657,5550
5286,4443
1723,7097
1874,6625
6458,7155
4668,7176
4985,2352
4232,2961
3569,5469
3826,4798
5951,3623
2749,728
3904,3621
4281,7669
750,6228
5085,4369
2701,610
5542,4102
6349,204
70,3813
6943,7434
436,6023
900,6893
4977,6237
649,1433
618,5189
6773,1968
5467,3334
5343,1851
3709,1977
860,3246
4665,3843
431,5728
4343,5182
7061,1798
4770,2129
5583,6787
2346,3264
5574,151
1271,1077
4572,1248
6011,5564
5340,6503
3620,2382
671,1011
6690,7276
190,368
7701,5941
6229,2136
4666,2442
6340,5715
2940,6929
7734,197
3436,5760
4610,2186
3554,7151
4451,6494
4037,2425
2798,4376
6350,153
5704,2365
1602,1262
5354,6902
4183,7171
6739,4097
3209,4974
3215,1040
215,7332
1439,2978
2842,3496
5868,6896
3067,5198
7078,3139
1682,7661
507,1512
5443,3598
4174,3724
6602,7153
2733,3898
841,7311
7328,5295
2240,5743
5535,4680
4,5524
4530,5262
1903,6623
3832,5388
7335,3016
2141,4210
5945,1304
2906,6665
3894,2729
3990,6033
6768,2696
6126,650
2631,6700
1654,3729
3906,5370
3494,7031
6854,6877
3778,2412
492,2435
1418,6628
2013,7102
902,5949
366,3631
3165,1403
3665,2643
1166,6801
1071,2971
359,6408
4354,6999
4115,7192
32,5892
4328,341
6406,5993
1378,4664
6842,7076
6411,3636
7369,6381
1279,6600
7081,7586
7749,316
5430,1860
4671,2591
1134,7503
6407,5081
4294,953
3287,7295
2822,1351
1478,1760
5093,3818
790,4806
817,5163
3173,4137
2886,4345
1534,562
6647,2588
1122,4106
3141,1486
6212,5652
483,1000
371,1470
2871,4285
5745,4026
3112,3293
717,1823
4496,2021
5235,456
7045,4809
5902,2604
5100,5793
950,7745
298,614
3007,1395
4888,5659
2962,4930
3045,7172
4152,4187
1975,5134
7198,3793
255,7756
480,926
6415,7405
5020,2271
5624,7549
3308,4538
5208,7604
7509,4413
4543,664
2277,2915
397,5074
142,4702
1543,1200
6996,7017
4132,1834
3208,5822
5536,291
7651,3091
4200,2499
5076,6888
5816,5429
7069,5778
390,2454
6636,2092
6654,5452
227,2035
4703,336
4352,4146
1796,5356
5980,3411
16,369
2426,6403
1301,2646
940,1629
7101,4071
3192,2993
640,62
2257,2242
5282,1434
6666,2253
6420,6264
2204,4282
7538,7533
7364,7614
6463,6551
5050,400
1881,2827
389,2075
2254,6759
4739,3576
1673,4240
3730,1943
329,1331
6028,1116
2571,6755
4484,603
5720,3282
1736,4858
2156,7258
1810,3407
1745,2363
5254,6589
2157,2097
6472,4088
3304,4191
5057,2246
4327,7719
7442,6039
4033,4416
6730,1825
6221,5528
7104,2717
1347,1472
7168,6722
6111,2682
7600,3740
2091,7451
1845,1340
7547,6104
1831,4491
1761,343
2125,5199
3962,6390
6652,3447
4524,1746
1529,5978
29,2053
1861,3461
4389,5143
3519,3223
1273,1525
4939,7400
2509,6699
195,3868
3070,2428
2941,133
3456,5196
345,680
719,787
6501,4038
2844,1963
3764,4271
4948,2944
883,5229
5989,523
3919,7470
2607,675
6886,493
3115,6344
128,4378
5774,2745
3945,3218
165,3059
1230,1873
2290,5463
1091,6637
7361,337
284,3538
6992,5809
3896,2686
6363,4686
6504,541
3358,3770
1360,6473
6714,317
5308,7657
3252,1086
4149,5919
3769,7652
526,201
1264,578
978,60
2966,3719
3545,5695
4870,7004
2153,714
1003,7251
1435,880
6726,2174
5290,1985
3389,7375
6591,831
7397,6435
658,1990
2614,5925
3489,7149
7534,753
4234,2521
3831,4303
7090,5288
5514,3805
5188,4114
4556,2169
81,3089
6484,5253
4057,7574
43,6202
2209,4358
2854,2998
4860,3561
2279,6899
4920,6989
4775,976
5576,3723
1692,1982
661,109
3996,2862
1455,1364
6803,489
636,6246
5623,4720
7573,94
645,1793
3348,2738
3113,5045
2772,3700
6009,111
2024,1095
2863,1603
1836,6908
888,5177
6644,3077
1481,3330
2593,6372
4359,6852
7737,3935
3393,6218
4375,595
4637,2641
1770,6569
2950,5525
3087,7443
2606,7608
7409,5450
5844,3797
7294,2501
2792,6705
3825,1021
7387,579
3789,6402
4050,4016
7436,7481
1424,1464
2899,519
6750,3866
6128,450
2967,5732
4699,7626
5965,3860
1855,3534
1309,797
2843,3484
7414,563
3716,3055
2390,191
2856,6154
6416,4216
4425,1702
7682,5276
5060,4012
6967,4903
6681,2618
1458,839
6961,2468
3207,2056
5154,57
826,4514
3021,4030
4879,4226
7432,4865
1596,5903
3808,2017
3722,6265
2561,678
4263,1792
4829,2671
1249,4438
5401,4616
3435,3351
462,7730
7340,7119
2065,1949
3237,2238
974,1683
7709,7244
6361,427
1409,7262
5320,5168
2747,1058
3382,4135
1691,3034
6321,3977
6697,3947
2025,2823
632,7735
3219,6711
6870,1336
929,5994
2212,5284
7521,5954
2548,5232
5387,6182
1355,912
159,4166
1748,3319
6464,2113
7302,3564
2727,2146
5099,2865
6118,3848
6613,1381
4064,7055
7194,4124
3104,4764
1290,2907
524,3111
5431,375
5761,126
5700,3893
1633,6662
778,7515
1280,4205
1127,3323
1257,3181
6728,4391
4372,7001
7228,4532
90,2469
7310,4108
1853,6234
416,5089
2308,3253
4965,4750
6907,3318
6081,6873
262,4070
1722,6132
7517,735
2014,413
7,3995
1247,2343
376,5531
2951,7166
6849,946
6550,6709
4295,1183
1110,293
47,5058
2028,4805
2569,6058
7111,4227
909,443
5072,3872
2914,868
5705,2027
3899,5410
4077,5071
4958,1921
5414,5696
2145,7086
1638,4479
5909,4998
7278,3018
5078,3191
810,410
3744,5864
249,5197
4079,6988
7123,1868
2504,1852
1123,6556
2525,2281
662,1228
6536,6439
352,4819
3644,2596
914,1856
6953,4896
3839,1051
2202,917
4162,7357
498,4596
7377,7373
5287,7148
2734,1987
2875,6070
5943,4997
278,5608
4029,2220
275,7464
4153,7301
7016,3488
4752,6136
7646,6880
1362,1155
2250,3777
6614,3490
4181,3575
1612,2434
1119,1695
1688,6985
1140,2311
5065,5657
3156,4881
3155,1589
1318,2474
2838,1582
5792,3941
4101,7385
1076,4592
4156,4582
1300,1066
5785,3795
4142,768
6619,7140
2032,5026
6990,3933
3019,1711
5578,2706
4717,3041
5028,3372
5105,2558
993,4431
6643,6166
5842,5849
5489,6173
1833,1955
5413,7562
6940,1135
1879,5176
360,825
5872,5679
4688,4804
6075,312
1777,2942
6301,1214
2500,1560
6020,7511
7526,3255
3020,801
3006,5053
5932,6530
5277,802
651,1808
3243,1213
892,2825
1887,1098
4627,757
5841,907
218,784
238,7536
1641,232
4497,3100
3707,7388
6055,1156
1388,695
4915,5962
6818,3153
281,5439
2374,2400
5521,1540
295,1518
282,693
3766,4944
3200,4120
2551,2104
3291,7410
7350,4224
981,4307
385,2497
7686,1026
4203,5248
5726,6184
4310,236
1939,5590
5051,4044
6998,2179
5767,3151
916,830
6290,6761
989,4186
6093,6016
6088,1829
7224,494
1794,4206
7099,7259
25,403
4546,6245
2681,7681
6912,2332
672,4300
6938,1202
7496,7513
4744,565
6617,6932
3499,5016
3572,6159
2099,643
5845,372
5097,4539
2718,42
869,5534
5127,4480
5827,3659
2698,6288
2714,1986
851,6883
3430,840
5671,4663
7108,1574
4276,6436
7285,3448
6493,364
5027,7044
1286,6864
4468,2556
4768,314
5331,1447
2690,6939
1201,1900
2161,6856
7326,5299
3608,704
7519,3450
567,4254
5376,7019
5780,1659
598,626
2564,3467
864,3635
6969,3474
6382,7257
466,3595
5507,1962
6486,4594
1210,6201
6082,3905
2788,1389
5783,6688
7077,6490
7572,7619
5030,6575
6226,3544
6336,5628
3388,6788
3259,1947
348,3508
89,4574
1591,4107
6100,6557
3523,160
3550,3273
6203,2337
2776,2559
619,5059
5969,2980
7697,6752
477,374
6527,158
2658,6086
1227,3144
3837,1707
4673,3338
107,1585
7079,2912
4171,2392
731,5255
2919,7578
6790,139
124,2808
582,4143
1517,3364
3014,979
3961,5981
2130,38
6691,3088
6457,211
5187,3772
1496,2325
1660,2742
7742,3160
6630,6022
4214,5894
7204,718
1259,6343
1787,6810
5242,7214
6388,5851
3498,6217
2684,3078
2581,326
6431,3594
5758,4315
7672,6754
2267,7170
5280,6936
1233,1179
2007,2649
7125,3625
4943,4660
4440,2661
2793,5379
3118,4912
5502,7107
5901,5275
1080,6872
1552,6811
3459,2364
1490,5691
2901,3743
5848,6338
6266,6735
5890,1268
3739,3343
5512,6054
7416,3567
3959,3476
5115,4481
2205,1068
7284,438
4094,2276
1957,2378
7304,4401
4535,4123
3492,3829
3663,6846
2795,2632
3074,3345
2203,5662
3271,6845
4022,7271
7114,7173
3480,7287
2578,6831
1196,253
688,3230
7131,110
4995,939
3525,3356
3804,6480
4395,7100
633,4284
7522,3949
5784,5268
1358,3590
3081,1568
479,3261
1840,5557
134,7628
6945,4957
6189,3891
9,7710
7059,7642
5180,7485
708,59
6193,4198
4173,452
7052,3122
6432,3478
631,725
7595,1524
6488,6879
1105,3536
6220,470
4041,3925
2449,4362
4975,5374
4971,2108
2851,210
1959,394
556,5190
7482,2200
6043,2163
7479,6956
5482,4268
4045,1354
301,3325
6987,4093
143,4741
2853,5984
2085,3240
285,4193
3834,7606
2513,2215
5782,3387
6731,6433
6824,7353
5274,2049
7190,2625
5933,6594
4279,2664
1333,6401
138,3310
2896,3380
7721,2315
4278,1059
1275,930
6273,283
5979,3097
3275,7582
4672,891
3587,6540
2252,3807
2930,7356
5765,2544
4648,3228
6952,813
7008,6005
6858,6109
1184,3537
6161,6547
4197,7402
6240,6976
4926,5214
5390,2833
7035,4898
6470,2288
234,6002
707,1590
2672,7468
423,2587
2100,3972
116,3395
5852,1411
4759,7057
3628,6568
4814,4921
583,1776
1288,3585
1785,2143
5716,4365
1254,2071
788,2502
5322,5734
3247,2708
3349,955
1747,4243
4007,4163
4230,4384
4222,5935
7344,1822
2296,3369
7050,6315
4900,7518
5592,2440
7704,4634
3862,713
5692,1189
7495,5877
7058,7612
2338,5865
4589,2459
7187,5615
7127,3942
74,3058
7169,809
6789,2370
6083,4441
3147,1272
566,6158
2334,5068
1112,4076
7382,670
1070,4444
6316,7354
6783,6741
3269,3394
2814,6107
1382,45
3150,3440
4552,2831
1981,7512
7315,1063
7005,3539
3268,7428
2626,2397
5791,884
7054,6269
1762,5575
3401,15
2810,4238
6077,1676
6925,3386
2131,599
4788,4158
4735,3171
3660,6498
7145,7523
7520,1863
1143,2507
7483,4615
2008,6764
6638,2870
4458,700
1448,1743
6084,1396
2494,539
2297,6668
4062,1610
7453,3463
4563,4918
2003,1476
5619,5161
5956,7567
5249,5664
5325,5155
7339,4544
5801,3652
958,3670
6414,7757
6500,6657
6291,2152
4251,7106
430,6171
92,3421
7725,4246
5869,504
6683,4711
5364,3632
630,7270
7692,3683
6843,266
3591,6914
3337,6164
7489,5552
2665,7564
1626,5472
4043,3418
2368,5567
1814,3705
738,3190
7091,2530
4177,243
6015,6209
730,7177
3232,3803
7618,4069
2360,5233
7744,4264
5181,6838
7167,3455
1604,5763
6115,148
6230,6387
4716,3599
873,1468
1294,3443
7458,3314
3176,1190
1969,3798
5279,5675
1133,422
3427,1441
6516,2929
244,5857
2232,5234
5455,6038
4452,3048
5377,3597
5817,1459
3812,224
6042,5034
721,6980
1243,182
1504,5789
1236,1564
7067,1283
2358,4040
3471,7239
2234,7399
5005,6742
2047,1498
5183,1094
399,4314
4478,3984
3046,6651
4531,1049
5349,5353
3531,7047
5533,2201
1973,3734
6624,6239
933,7738
4624,7466
7617,6598
2443,2785
7117,4023
2746,6048
1338,2159
572,446
522,1088
1611,2269
1065,5269
3661,7454
5421,3883
4748,3563
1775,1012
7014,7541
3491,2639
5996,5021
4456,6257
7551,2314
1007,183
