qt_indices,rd_indices
973,1028
5530,4862
3305,2735
3519,2961
2411,6325
5787,6498
2616,1395
5105,3860
3367,745
3444,2262
6941,2649
4712,2869
5865,329
5522,2918
2253,7217
3361,2930
1804,7445
2078,6569
3864,1304
34,5167
7470,7296
7564,3173
4249,2762
1408,5205
4948,6588
2624,2167
735,947
2526,225
1981,1334
4132,4507
4292,44
6527,2612
4861,2286
5363,5966
274,7481
3589,769
215,6991
600,3895
1778,6914
1510,762
6742,6819
6736,104
2190,3411
2271,1443
774,2180
369,6907
5065,3486
2472,3734
687,7385
1878,5240
4772,3014
6536,270
5945,962
909,3326
7348,3957
6030,390
2928,5255
7360,5875
6475,4162
4219,2863
2231,1045
5155,7265
4695,6009
316,359
4875,4487
2634,7092
6652,1267
1935,6961
7027,4854
3525,3879
2696,6215
1612,3753
161,516
4284,5640
3278,237
5721,6997
1435,998
2048,1931
4429,6255
6513,2900
7085,6248
1296,4958
1310,6331
6751,7687
1700,5541
1472,5414
2978,3197
4684,1000
836,2969
5902,5965
980,2095
193,4865
3494,6096
1231,3319
5816,5628
2967,1781
4492,1759
2591,2364
4951,5780
536,5867
583,372
3555,7682
137,1651
5748,6861
6489,7437
3606,2721
1167,6318
5953,7618
5083,6494
4371,5387
6538,7303
5052,2429
3450,6598
4924,4907
1331,386
2435,5076
5395,2291
841,6617
5296,4589
1085,467
4435,5585
298,918
1360,2660
5847,6592
4835,5453
3090,6929
750,6956
5350,5385
504,3545
4794,5238
2898,7561
610,3170
3984,6728
1298,5471
6081,3697
3869,7478
2155,2970
1234,194
6655,5552
1327,5723
1148,7545
4196,7049
6831,241
341,7143
3128,5064
6586,3059
5392,6448
6557,1427
787,46
2530,7161
7765,3788
1353,3759
2746,7100
6371,2626
7002,1474
4157,502
4779,4654
2156,2630
2782,94
6288,2914
86,1570
4716,1012
4163,7260
1444,6757
4921,2326
2240,579
2916,6440
4546,2366
3042,2229
1344,1301
3789,1394
4151,7757
3822,5293
3802,3307
1171,128
5994,785
2615,5870
5960,689
6746,7185
7183,888
2075,571
5135,186
4524,170
3427,6231
606,7631
5598,4681
5997,4576
2131,6044
3532,2955
7414,6443
2681,2781
3998,3754
2846,4012
7279,2819
1821,3282
3216,2826
5674,725
188,7668
6590,6226
7078,2484
118,7157
648,5246
7339,5225
6115,1748
5291,4572
4037,7659
5457,1567
3761,2241
1697,4307
7328,6998
2014,6080
7356,7632
6135,1165
794,3883
7108,941
6376,4244
2557,7560
4233,5618
3687,1825
1917,5801
3054,2643
6594,4713
6838,5343
5281,2664
5838,3429
2667,5911
4533,1291
741,1996
7630,3795
5490,2491
7204,7410
3026,90
885,1232
4158,3682
4131,900
6591,6680
5154,3483
7395,3337
6150,1098
4792,3200
5124,3925
1208,1642
2289,3686
844,5841
5715,5104
3939,214
4858,4778
6964,5073
1358,3949
6070,2680
7060,1773
6457,896
1029,5200
1855,5694
4421,707
7578,5740
2833,4398
6293,5809
7735,7611
135,4617
3246,246
2946,427
6815,7240
5732,7419
6988,3364
3109,6682
1576,4646
5502,1560
2386,3741
3676,6435
5779,7544
5768,5581
6804,3654
4167,5084
1906,2811
7226,3569
2391,4838
3524,5342
3503,45
4686,6022
6041,7639
2254,5545
4952,4558
144,6782
305,1958
5933,5737
3484,2907
3293,2757
3152,4261
2242,6635
568,1837
7670,35
4139,6703
2938,1065
2645,5794
7475,5941
7678,633
1464,4166
7347,347
6871,5680
2215,3471
7581,6810
187,4255
1874,1077
1516,5701
1529,3084
4036,1604
2091,575
7623,5873
4960,7672
5741,5196
4545,4170
281,6621
6172,312
7090,2270
3853,4989
790,3279
6282,2896
2355,5673
3196,5339
4837,2923
7621,6675
4318,7258
4530,7389
6573,5542
1712,6854
4351,4974
1847,7645
3431,1925
930,5060
7067,3080
5082,6801
482,3537
4880,6291
7473,3148
7642,3446
148,6404
1699,4076
1813,1776
4844,6579
3522,5782
5526,7493
3161,5597
4744,6024
236,2608
1356,5713
2766,7210
7362,4265
3851,1389
4481,2715
4269,5717
5383,954
4555,6812
6823,1581
7055,2710
563,342
979,6623
7312,6657
1947,211
1519,200
304,6940
7238,3667
2576,1132
7421,1610
2101,5901
5172,4417
4359,1508
4758,2798
7336,5117
7436,3168
3570,3013
7684,7748
2212,1251
2468,6409
6406,2463
4742,2775
21,6560
6771,3441
2578,340
410,4112
2797,7300
5370,2370
2785,644
2836,3110
1536,1269
4324,7519
325,3417
6832,2774
2292,4136
862,2639
2685,7057
4451,414
1262,2537
3176,1543
3798,5284
6403,7440
6788,5481
2786,4841
3343,4312
5258,5579
3662,3359
5463,6721
4195,3299
508,3424
5854,5906
2489,1048
5219,3419
2165,1525
4234,4038
945,6284
1282,3189
38,7654
1283,880
3907,4808
4272,698
3817,2174
22,235
3029,2086
4390,5789
3021,1599
5425,1437
6372,3175
485,4912
4231,2632
2442,7129
377,3867
1485,7353
6754,2168
5183,4366
2962,1117
615,3012
2100,2012
684,883
4900,4707
4153,5544
7492,4321
1724,1095
6879,6182
5207,4688
510,6551
4000,6093
830,7140
1908,3563
7510,1088
2944,207
6426,3489
2476,4979
6514,123
7041,6833
3736,2979
5957,5733
4150,271
3866,2220
4268,4943
3963,6038
4389,2720
4224,1247
6628,2791
4396,3335
6528,55
3233,1460
5000,3675
4020,3640
5029,3621
781,7247
5657,7269
2817,7294
6873,1725
2788,268
3995,5446
4298,3642
527,5824
1563,3590
1254,1169
7454,5547
4593,4867
6920,659
5375,5479
103,4035
2143,7702
2205,6990
1398,1423
3459,3723
3744,598
3167,4940
2397,7304
848,5393
1537,3423
4463,2658
3403,4330
210,3394
1285,3960
7234,3636
2344,4801
3900,1658
4817,2479
6221,3075
4280,6422
3508,3816
3703,6144
3671,7117
7037,7373
6370,5813
5460,1647
6641,1607
4831,243
5858,136
1865,1243
7689,5033
1736,5819
4917,4904
5964,4622
6052,2214
2636,2144
6241,4290
2306,976
4301,2125
3600,3448
389,4884
4718,2618
2497,2768
7036,3015
5170,7277
751,2522
1436,5725
4910,5774
1962,4935
6155,4300
3205,3892
3865,5171
3383,4552
1255,3669
3526,6040
7418,4208
4065,6848
3447,5491
6295,7599
5325,6700
3232,967
1248,7543
2790,1641
2668,356
1591,3843
4478,3460
3496,3735
5025,3854
2604,1834
2610,202
258,3118
7054,6381
6301,1120
6770,2607
2580,6752
7190,6922
446,171
4846,4216
5260,385
62,7053
3902,5152
3602,6104
6829,81
6143,831
1769,5631
7018,4804
2704,2412
2409,807
6845,7663
6481,4624
1556,4639
5352,5859
2128,5174
4023,290
4816,3250
4,6645
2431,870
6732,7734
779,5327
2596,2964
3085,1550
5703,1159
5600,2201
713,5123
4415,1035
5842,7056
2235,4059
4542,6932
273,5770
7097,5851
558,4192
1191,7235
1499,2687
5894,3663
1343,1224
7585,6181
3266,4450
6472,7227
1072,2109
4225,5962
7182,335
4968,3967
4585,5688
7126,70
7443,1119
1401,2567
4477,5611
4821,6792
6989,3223
7372,6429
4432,948
6016,1049
5470,1763
7292,6698
2738,3743
5696,688
1812,619
2170,6140
3112,5369
4214,3413
3182,5328
2079,1538
1860,3981
3313,7607
6756,2945
3562,3596
853,3783
6500,218
2620,3638
3800,7004
3465,629
3726,2755
5250,2224
6985,580
1524,1015
5272,5761
6314,3052
5062,2812
5040,436
3255,969
4436,777
484,5939
7658,2122
4956,5433
6020,4790
591,7420
3624,1904
7201,2172
5098,6072
6882,3461
6269,582
2740,7728
1416,5905
4648,6967
5482,190
3553,5021
7261,6087
1178,110
4874,6142
3891,5368
4763,1434
6011,7074
6798,4482
5093,5092
3239,150
1272,6256
4239,7351
4609,3387
141,5868
4750,2456
223,1960
4946,7382
963,1927
5746,1956
7278,616
6275,4506
1068,740
3345,3331
670,5985
6333,7692
986,2454
6061,4446
5141,2601
5186,5358
371,4568
7620,1190
2951,2977
4642,4349
3922,5831
1326,2560
861,2244
984,2263
6639,4570
2554,1325
5689,4634
5569,6246
2434,5963
4090,1359
480,2814
6449,843
4743,7673
466,1619
7176,5398
7405,4955
7494,1747
5729,4121
5276,3186
2196,2897
133,282
4245,1371
1640,4256
4673,6439
6204,3999
716,3310
7364,990
1104,1701
7350,4987
7039,2232
3455,5206
1316,1780
4535,5978
2288,3582
7703,523
6502,4963
1482,5158
266,2076
3005,1806
4621,720
7455,3001
4147,4145
3506,4494
380,2722
1841,7244
2056,5987
7507,1319
3730,4891
152,5722
6649,4332
1004,3500
4199,1564
1714,7017
3930,391
653,7388
2129,5209
1223,2402
6470,3691
3151,5217
494,3834
6026,7556
4711,3456
2709,4197
5128,5476
3242,6803
6225,3396
2209,3225
5254,3609
5638,2571
3468,3111
6151,2911
5079,6386
4870,2003
2732,846
4664,1442
5191,6717
1381,1583
3890,6313
1271,4626
3706,3649
2222,1661
915,3630
7707,6467
5538,2276
7409,5449
1932,7653
3561,6710
2873,6769
2320,5326
7447,3572
162,7172
1767,6875
5445,3157
1387,5169
4612,5844
7311,180
3020,5192
2953,6608
7284,7444
4311,818
868,6947
1596,2193
5540,2605
6223,4044
7253,6912
1980,1399
7744,526
2219,259
2503,4932
4628,6868
2891,1848
7501,5011
6374,7427
2460,201
565,6321
1955,294
6909,4565
6735,7101
3776,3837
1854,3591
5670,6227
1936,7191
1542,2228
6787,459
5658,3655
5695,2204
7434,1853
4929,4277
4882,2745
1492,7062
1214,5106
6211,4156
1377,6431
2188,2670
4053,2422
1949,3560
1228,4127
5262,2070
83,816
675,577
3573,4741
2924,4539
5679,2804
4931,1447
1531,3659
5130,462
1579,6297
1827,2509
113,1019
1988,3480
7150,5410
1392,2772
1294,5320
3657,4251
7647,3235
1083,3634
134,1794
1016,3475
1621,6692
2157,2683
2679,2947
174,3056
7166,4232
1109,5650
3648,3434
5783,6173
6661,815
7192,5483
7505,2105
6773,2221
5691,475
2713,7202
704,3674
784,755
6089,2349
5486,3241
905,6090
4027,4747
1826,2852
2452,1938
4073,2257
2754,2278
2752,2136
2542,2338
449,3348
6417,2353
7179,368
520,6401
999,2588
5979,7349
4537,770
2960,4066
4775,2245
5288,1741
2813,3207
7104,3629
60,1105
4903,3762
6131,1626
1217,2250
5793,1354
4033,4258
766,5319
2421,6842
5693,987
7086,5758
1597,7359
2912,4096
6550,3381
3294,4295
7386,1157
2694,2805
5921,655
3627,643
3097,4977
1376,5150
1403,7167
1314,3108
6522,4749
4720,5365
1100,4254
814,7742
978,3824
7102,1116
2416,7750
1456,6042
6715,4769
71,4889
5759,806
4657,1532
7697,2182
2550,301
4460,2854
2013,2314
6421,1967
4687,7603
4954,5755
679,1114
4041,6202
2532,5349
6565,6761
6822,2677
3608,3650
6638,5413
6303,950
7719,4142
2714,6620
7482,914
2496,5753
6616,7141
5252,6613
2015,6167
7593,2940
5935,151
5357,2494
4980,2067
1711,6936
6633,3747
6996,2510
3269,330
221,3077
4008,3212
2662,4715
3737,6878
2950,3897
5559,2127
283,6160
4273,6292
964,3535
7549,5232
7251,4363
6916,2097
3598,2203
6978,3812
2443,7586
366,5744
5468,2512
1873,1868
3010,5587
6587,6731
398,145
7042,2657
4493,1361
886,7073
6345,3373
4920,4171
3771,2019
278,5257
813,3289
5244,2343
5667,7524
1428,7175
4563,1646
2062,6992
4015,570
6671,5754
4238,4723
6571,7511
569,6121
4795,4483
1513,4786
4202,5764
7497,7671
3401,5786
1155,572
4130,4953
2789,4094
7573,6239
376,3407
5494,3368
2477,3861
2823,362
3631,7145
6433,5511
3462,158
5507,3139
1922,2910
2064,1657
6504,1950
5946,3746
352,5454
6161,917
2590,1645
3204,2566
6039,348
988,7357
4448,5655
6108,25
7634,5434
5138,3933
4186,3529
6212,4314
3100,205
5401,3635
7218,3051
4677,792
4007,2374
2123,2096
7087,2376
5334,6085
1526,4994
396,2154
5148,1486
2606,261
4834,1082
4997,4843
4839,6112
3772,635
6,5005
3773,2230
2319,634
3919,2197
5889,3749
5160,16
2092,7079
4152,2741
5707,6148
1743,4534
5009,1710
6669,3979
311,7518
397,2602
1160,1303
6563,6478
6981,2040
4799,7589
1051,203
686,2033
6361,1752
1679,3150
4762,1654
6005,5168
5523,255
5057,5275
2876,507
6408,5516
708,2423
4505,7559
6846,5853
1441,7718
4021,4556
5788,5151
5461,5730
2572,6572
1279,5072
928,4601
4084,4030
1143,1785
2393,1830
3847,1756
5580,1518
6358,3544
1433,5887
2711,2493
6955,902
2508,1839
7236,1876
3136,3430
5019,6296
546,11
7209,661
2599,4759
7080,2793
6583,2025
365,2367
7733,6183
4116,5394
4078,3452
5612,5833
1737,2035
4573,5347
3679,6743
3018,338
1625,6060
4785,2265
4334,6523
498,3409
6994,4124
4525,1842
5855,1603
3228,264
5132,2044
5452,6464
6580,7118
7193,1983
219,1246
826,6789
164,5635
4490,5180
1126,7366
1969,6697
693,358
4206,403
1946,2325
6491,5406
5311,6877
3378,3074
2999,4936
4692,1719
4926,6113
7332,7523
2905,6636
279,238
3229,1238
1154,2511
5529,3048
3057,7138
666,1838
1976,760
1521,599
3032,727
5415,2380
6191,6010
5805,2327
5506,5532
197,3405
1673,1687
5416,2564
5298,3745
68,837
3722,4113
6708,1099
5916,6889
555,796
5487,3534
5003,1652
2459,6506
2216,1722
4373,4988
7726,6860
4319,2049
637,1678
4068,1200
729,992
2652,7313
5775,2734
2569,859
3988,3153
7082,6808
2841,1411
4259,7352
18,6012
5304,3938
6585,5421
1345,2773
1668,1459
2269,7676
588,5710
5503,7113
3647,7274
4544,6646
3618,1914
6733,3190
3356,2700
2584,4291
1225,6923
6597,5419
692,3858
3797,5561
7451,463
5509,3317
4886,5331
6690,6083
3637,7720
253,1164
1573,4938
1493,898
1351,5677
1070,2794
5734,3996
1264,5046
1772,7134
1994,3811
1754,3102
829,6768
2575,6382
3466,6781
1764,3318
7583,5241
6778,3408
3449,1032
5624,901
959,6252
3493,7577
5792,2824
5165,3035
6559,6629
6051,2957
2147,6307
1957,732
7754,4732
5364,2433
2875,2871
7383,5330
2223,7729
1367,5637
4787,7450
5636,7208
3291,3492
5477,2998
2672,1798
227,2027
1744,5647
7142,721
2383,5229
4097,6176
1520,7135
6018,5961
3584,3231
481,6501
3548,4583
6287,3619
7008,7600
5938,6114
6485,1653
2761,5839
1630,7194
2857,657
6234,6469
2475,3814
1107,6141
6542,4672
1913,6827
4148,4335
2784,6678
7463,434
7431,718
2787,5969
1500,6695
458,907
6304,7538
2795,3410
1900,2195
39,2249
5804,2329
5100,6503
2568,6337
1883,3715
845,1121
5684,1970
6741,421
5641,5778
3601,7323
4822,6264
4760,2084
6205,3523
7661,5189
4665,3926
5467,705
479,3062
2866,1235
855,7233
4253,7122
1378,2731
3796,5765
6317,7341
3607,1189
287,7326
4161,4491
3390,6739
2832,1648
7644,5220
7295,1490
112,5520
5131,5675
2179,5391
4128,4062
5742,4025
3257,2036
5820,7614
3454,3533
1586,5265
6067,1774
3652,5277
108,6206
5982,7024
5738,40
4378,6036
7749,3579
4847,6462
7098,4735
3165,5270
1639,817
3179,1793
974,3078
5533,272
2081,3899
1879,3290
2611,719
7474,4580
1241,2186
3137,2556
3344,4395
1588,2060
1598,4198
155,6945
3757,1275
4594,7429
6015,2313
4770,3559
2853,5125
6260,1021
4676,7263
4683,1628
327,3577
3442,1220
3264,2901
433,757
678,1682
899,5609
6577,3374
6217,1145
2455,5822
5718,911
1256,4384
2595,6461
3443,1568
1141,4892
3352,991
2467,6939
3728,6711
3645,2675
6266,1577
6109,374
3875,7047
431,1629
4918,6424
2521,7257
7245,2614
7111,5623
461,1309
7255,5338
3707,6986
7562,3935
4348,2047
3174,3876
1546,2213
7271,3688
102,651
2037,4391
3987,4437
3580,3321
4888,5164
6783,6054
1388,5112
6334,5261
6003,1644
4549,5312
5908,6367
3336,6516
5954,7280
2146,3764
2485,1694
3171,2839
2293,3116
7743,260
165,2825
7731,1692
5008,5344
1808,5107
1933,3653
1582,2387
864,3268
5346,4004
5236,1861
209,2655
5972,4670
2030,1686
2469,7551
4402,2908
6796,7397
3332,4485
