---- START at 2025-03-26 23:46:40, Target=6012/6012 ----
[1/6012] __pycache__ FAILED: Command '/home/ys/Research/PSID_server_room/simulations/[02]RASPA/bin/simulate simulation.input' died with <Signals.SIGSEGV: 11>.
[25/6012] ECOLEP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=31.6s, Completed=1/6012, ETA=2025-03-29 04:38:20
[23/6012] ADATAC_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=32.0s, Completed=2/6012, ETA=2025-03-28 02:33:38
[15/6012] FEFDAX_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=39.1s, Completed=3/6012, ETA=2025-03-27 21:33:37
[32/6012] MITSUE_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=42.8s, Completed=4/6012, ETA=2025-03-27 17:39:25
[2/6012] XAPCOJ07_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=44.8s, Completed=5/6012, ETA=2025-03-27 14:45:19
[12/6012] acs.cgd.6b01311_1481292-1481295_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=45.7s, Completed=6/6012, ETA=2025-03-27 12:30:26
[19/6012] YIZGEV_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=49.1s, Completed=7/6012, ETA=2025-03-27 11:30:31
[10/6012] USUVIP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=51.1s, Completed=8/6012, ETA=2025-03-27 10:27:22
[34/6012] LOMMEH_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=51.4s, Completed=9/6012, ETA=2025-03-27 09:19:01
[26/6012] GOTNEK_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=52.0s, Completed=10/6012, ETA=2025-03-27 08:27:56
[20/6012] CAXWAB_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=52.2s, Completed=11/6012, ETA=2025-03-27 07:42:10
[27/6012] PEBYEA_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=58.4s, Completed=12/6012, ETA=2025-03-27 07:54:47
[4/6012] EDEPAG_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=59.0s, Completed=13/6012, ETA=2025-03-27 07:21:15
[29/6012] BOCTOE01_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=59.0s, Completed=14/6012, ETA=2025-03-27 06:48:54
[30/6012] EJUVOU_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=61.5s, Completed=15/6012, ETA=2025-03-27 06:37:35
[33/6012] IBOZIK_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=62.4s, Completed=16/6012, ETA=2025-03-27 06:17:45
[17/6012] COGKEP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=62.8s, Completed=17/6012, ETA=2025-03-27 05:56:58
[13/6012] VURNED01_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=64.5s, Completed=18/6012, ETA=2025-03-27 05:45:57
[16/6012] CODFEH_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=67.4s, Completed=19/6012, ETA=2025-03-27 05:42:13
[11/6012] DIBWUI_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=69.9s, Completed=20/6012, ETA=2025-03-27 05:36:50
[21/6012] IBICAZ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=72.9s, Completed=21/6012, ETA=2025-03-27 05:34:51
[8/6012] DAGDIZ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=75.8s, Completed=22/6012, ETA=2025-03-27 05:32:06
[7/6012] acs.inorgchem.6b01168_ic6b01168_si_003_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=78.1s, Completed=23/6012, ETA=2025-03-27 05:26:51
[3/6012] OVADAR_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=78.4s, Completed=24/6012, ETA=2025-03-27 05:14:08
[22/6012] FOXNIQ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=79.8s, Completed=25/6012, ETA=2025-03-27 05:06:30
[28/6012] EVADIQ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=80.7s, Completed=26/6012, ETA=2025-03-27 04:57:48
[6/6012] HAJPEQ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=87.8s, Completed=27/6012, ETA=2025-03-27 05:12:28
[5/6012] LEWTUD01_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=90.8s, Completed=28/6012, ETA=2025-03-27 05:11:41
[24/6012] QOHTOX_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=91.6s, Completed=29/6012, ETA=2025-03-27 05:03:21
[31/6012] RITGEI_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=94.8s, Completed=30/6012, ETA=2025-03-27 05:03:32
[18/6012] PUFXUL_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=99.0s, Completed=31/6012, ETA=2025-03-27 05:06:45
[35/6012] SOVHOA_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=71.6s, Completed=32/6012, ETA=2025-03-27 05:10:04
[40/6012] ATEYUV_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=59.1s, Completed=33/6012, ETA=2025-03-27 05:04:51
[36/6012] LEQQII_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=74.5s, Completed=34/6012, ETA=2025-03-27 05:00:43
[14/6012] UVUCEV_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=106.6s, Completed=35/6012, ETA=2025-03-27 04:51:58
[53/6012] WOHDON_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=43.0s, Completed=36/6012, ETA=2025-03-27 04:53:59
[47/6012] cm503311x_alf40K_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=55.3s, Completed=37/6012, ETA=2025-03-27 04:56:13
[46/6012] MAXHUQ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=60.8s, Completed=38/6012, ETA=2025-03-27 05:01:03
[57/6012] REXDUV_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=44.9s, Completed=39/6012, ETA=2025-03-27 05:02:41
[38/6012] VUQKAU01_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=84.0s, Completed=40/6012, ETA=2025-03-27 05:04:20
[44/6012] HOMRIL_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=75.8s, Completed=41/6012, ETA=2025-03-27 04:58:59
[52/6012] RAGMOE_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=63.4s, Completed=42/6012, ETA=2025-03-27 04:51:55
[45/6012] ISIYUF_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=78.4s, Completed=43/6012, ETA=2025-03-27 04:50:55
[43/6012] TIYZEG_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=81.3s, Completed=44/6012, ETA=2025-03-27 04:48:50
[9/6012] RAVJOP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=133.2s, Completed=45/6012, ETA=2025-03-27 04:43:15
[39/6012] BAXFIR02_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=89.4s, Completed=46/6012, ETA=2025-03-27 04:39:02
[48/6012] DUCHEP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=80.7s, Completed=47/6012, ETA=2025-03-27 04:44:30
[37/6012] AJAYIT_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=103.0s, Completed=48/6012, ETA=2025-03-27 04:43:17
[50/6012] OQERUY_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=81.3s, Completed=49/6012, ETA=2025-03-27 04:40:36
[42/6012] ECALIF_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=103.3s, Completed=50/6012, ETA=2025-03-27 04:56:17
[69/6012] ZEDQEG_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=51.7s, Completed=51/6012, ETA=2025-03-27 04:57:44
[75/6012] CEKNIQ_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=32.5s, Completed=52/6012, ETA=2025-03-27 04:55:31
[64/6012] BEXVAD_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=67.6s, Completed=53/6012, ETA=2025-03-27 04:53:46
[62/6012] TILHAY_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=72.3s, Completed=54/6012, ETA=2025-03-27 04:49:18
[56/6012] IJENER_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=92.4s, Completed=55/6012, ETA=2025-03-27 04:53:10
[61/6012] CUVGIK_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=81.2s, Completed=56/6012, ETA=2025-03-27 04:49:03
[67/6012] LOMFIC_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=64.4s, Completed=57/6012, ETA=2025-03-27 04:44:01
[68/6012] WEZCIO_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=64.5s, Completed=58/6012, ETA=2025-03-27 04:42:17
[59/6012] QOSJUF_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=92.4s, Completed=59/6012, ETA=2025-03-27 04:39:08
[51/6012] COQJID_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=109.7s, Completed=60/6012, ETA=2025-03-27 04:34:48
[55/6012] HIQNIG_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=104.5s, Completed=61/6012, ETA=2025-03-27 04:38:14
[54/6012] HOVGEG_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=110.0s, Completed=62/6012, ETA=2025-03-27 04:37:19
[77/6012] HUJVOX_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=53.0s, Completed=63/6012, ETA=2025-03-27 04:38:36
[80/6012] POJNIM_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=51.3s, Completed=64/6012, ETA=2025-03-27 04:37:11
[60/6012] TONVAV_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=105.3s, Completed=65/6012, ETA=2025-03-27 04:33:24
[83/6012] DAHPAE_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=45.4s, Completed=66/6012, ETA=2025-03-27 04:33:49
[79/6012] NABMUA_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=57.2s, Completed=67/6012, ETA=2025-03-27 04:31:26
[71/6012] XOMHIS_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=76.2s, Completed=68/6012, ETA=2025-03-27 04:27:27
[70/6012] SUXYIU_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=80.5s, Completed=69/6012, ETA=2025-03-27 04:23:51
[65/6012] VEDVUW_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=92.0s, Completed=70/6012, ETA=2025-03-27 04:20:06
[63/6012] WAKLAW_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=106.5s, Completed=71/6012, ETA=2025-03-27 04:26:20
[41/6012] NIGLUK_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=150.0s, Completed=72/6012, ETA=2025-03-27 04:23:51
[85/6012] VOYGOH_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=43.6s, Completed=73/6012, ETA=2025-03-27 04:23:50
[76/6012] DUMXEQ01_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=75.5s, Completed=74/6012, ETA=2025-03-27 04:22:08
[82/6012] XOBXIW_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=62.5s, Completed=75/6012, ETA=2025-03-27 04:20:01
[58/6012] UJOKIP03_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=128.5s, Completed=76/6012, ETA=2025-03-27 04:19:27
[88/6012] acs.inorgchem.5b02108_ic5b02108_si_002_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=45.3s, Completed=77/6012, ETA=2025-03-27 04:17:51
[72/6012] ANUGEW_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=89.3s, Completed=78/6012, ETA=2025-03-27 04:14:35
[87/6012] VOGTIV_clean_h_helium_293.0K_0.01bar_14.0 Done. TimeForThis=53.3s, Completed=79/6012, ETA=2025-03-27 04:20:16
[66/6012] HAPNOE_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=115.2s, Completed=80/6012, ETA=2025-03-27 04:20:19
[73/6012] RAYKIN_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=99.5s, Completed=81/6012, ETA=2025-03-27 04:21:56
[94/6012] acs.inorgchem.6b01211_ic6b01211_si_002_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=55.0s, Completed=82/6012, ETA=2025-03-27 04:24:42
[86/6012] KEGYAX_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=68.9s, Completed=83/6012, ETA=2025-03-27 04:23:20
[95/6012] ja512137t_si_002_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=52.5s, Completed=84/6012, ETA=2025-03-27 04:21:01
[84/6012] PENYIR_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=76.2s, Completed=85/6012, ETA=2025-03-27 04:18:34
[97/6012] ZALDUO_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=53.4s, Completed=86/6012, ETA=2025-03-27 04:22:47
[90/6012] EGAGEA_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=68.5s, Completed=87/6012, ETA=2025-03-27 04:20:14
[99/6012] c5cc05867h_c5cc05867h2_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=55.0s, Completed=88/6012, ETA=2025-03-27 04:21:07
[49/6012] acs.inorgchem.6b00276_ic6b00276_si_009_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=180.7s, Completed=89/6012, ETA=2025-03-27 04:19:24
[101/6012] VIDXOX_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=58.0s, Completed=90/6012, ETA=2025-03-27 04:23:14
[96/6012] OHAKIS_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=68.7s, Completed=91/6012, ETA=2025-03-27 04:20:18
[91/6012] UWALEL_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=81.4s, Completed=92/6012, ETA=2025-03-27 04:19:31
[74/6012] c5ce00677e_c5ce00677e2_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=125.5s, Completed=93/6012, ETA=2025-03-27 04:18:31
[116/6012] AVAKEP_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=26.0s, Completed=94/6012, ETA=2025-03-27 04:16:56
[102/6012] LAWGUO_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=63.6s, Completed=95/6012, ETA=2025-03-27 04:14:44
[78/6012] SIVWUR_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=123.4s, Completed=96/6012, ETA=2025-03-27 04:13:57
[103/6012] JAJKUD_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=66.8s, Completed=97/6012, ETA=2025-03-27 04:12:53
[100/6012] GAWMOI_clean_helium_293.0K_0.01bar_14.0 Done. TimeForThis=69.1s, Completed=98/6012, ETA=2025-03-27 04:10:42
